Transcript stable ID	Transcript type	Transcript length (including UTRs and CDS)	Gene name
ENST00000507602	protein_coding	2107	XYLT2
ENST00000574840	protein_coding	901	XYLT2
ENST00000315366	protein_coding	4603	ARSJ
ENST00000644452	protein_coding	4410	GIPC3
ENST00000644946	protein_coding	4050	GIPC3
ENST00000509580	protein_coding	3941	UNC5A
ENST00000329542	protein_coding	3733	UNC5A
ENST00000508641	protein_coding	3975	SH3TC1
ENST00000245105	protein_coding	4303	SH3TC1
ENST00000382521	protein_coding	829	SH3TC1
ENST00000457650	protein_coding	4345	SH3TC1
ENST00000684698	protein_coding	3930	SH3TC1
ENST00000511002	protein_coding	1142	SH3TC1
ENST00000512966	protein_coding	514	SH3TC1
ENST00000445755	protein_coding	987	CCDC124
ENST00000597436	protein_coding	1055	CCDC124
ENST00000596123	protein_coding	580	CCDC124
ENST00000651186	protein_coding	1935	TBCE
ENST00000406207	protein_coding	2071	TBCE
ENST00000645899	protein_coding	1788	TBCE
ENST00000644578	protein_coding	1778	TBCE
ENST00000645372	protein_coding	442	TBCE
ENST00000647407	protein_coding	512	TBCE
ENST00000642610	protein_coding	5374	TBCE
ENST00000543662	protein_coding	1980	TBCE
ENST00000366601	protein_coding	1683	TBCE
ENST00000644217	protein_coding	1772	TBCE
ENST00000454811	protein_coding	762	NLRX1
ENST00000409265	protein_coding	3665	NLRX1
ENST00000449394	protein_coding	558	NLRX1
ENST00000422249	protein_coding	544	NLRX1
ENST00000409109	protein_coding	4131	NLRX1
ENST00000409991	protein_coding	3716	NLRX1
ENST00000292199	protein_coding	3744	NLRX1
ENST00000525863	protein_coding	2850	NLRX1
ENST00000292432	protein_coding	3082	HK3
ENST00000514058	protein_coding	395	HK3
ENST00000681976	protein_coding	675	C19orf71
ENST00000329493	protein_coding	654	C19orf71
ENST00000507088	protein_coding	732	MRPL27
ENST00000508200	protein_coding	636	MRPL27
ENST00000225969	protein_coding	686	MRPL27
ENST00000503633	protein_coding	742	MRPL27
ENST00000442592	protein_coding	2441	MRPL27
ENST00000511860	protein_coding	869	MRPL27
ENST00000597960	protein_coding	1781	FKBP8
ENST00000544835	protein_coding	1292	FKBP8
ENST00000596558	protein_coding	1756	FKBP8
ENST00000222308	protein_coding	1710	FKBP8
ENST00000608443	protein_coding	1761	FKBP8
ENST00000596015	protein_coding	612	FKBP8
ENST00000606531	protein_coding	460	FKBP8
ENST00000597611	protein_coding	966	FKBP8
ENST00000599540	protein_coding	1140	FKBP8
ENST00000594844	protein_coding	593	FKBP8
ENST00000597547	protein_coding	574	FKBP8
ENST00000609656	protein_coding	220	FKBP8
ENST00000261249	protein_coding	5304	TRMT5
ENST00000553903	protein_coding	560	TRMT5
ENST00000555420	protein_coding	572	TRMT5
ENST00000393271	protein_coding	2354	EME1
ENST00000338165	protein_coding	2330	EME1
ENST00000511519	protein_coding	562	EME1
ENST00000511648	protein_coding	2296	EME1
ENST00000510246	protein_coding	1010	EME1
ENST00000354886	protein_coding	1730	SLC38A6
ENST00000267488	protein_coding	1605	SLC38A6
ENST00000451406	protein_coding	1568	SLC38A6
ENST00000526105	protein_coding	580	SLC38A6
ENST00000533744	protein_coding	583	SLC38A6
ENST00000534758	protein_coding	640	SLC38A6
ENST00000529212	protein_coding	722	SLC38A6
ENST00000360370	protein_coding	2182	SLC41A3
ENST00000346785	protein_coding	1705	SLC41A3
ENST00000383598	protein_coding	2330	SLC41A3
ENST00000315891	protein_coding	1797	SLC41A3
ENST00000508835	protein_coding	1480	SLC41A3
ENST00000514677	protein_coding	986	SLC41A3
ENST00000513723	protein_coding	923	SLC41A3
ENST00000512470	protein_coding	726	SLC41A3
ENST00000510651	protein_coding	580	SLC41A3
ENST00000514333	protein_coding	588	SLC41A3
ENST00000507280	protein_coding	544	SLC41A3
ENST00000514891	protein_coding	530	SLC41A3
ENST00000504035	protein_coding	526	SLC41A3
ENST00000509064	protein_coding	569	SLC41A3
ENST00000509452	protein_coding	500	SLC41A3
ENST00000377227	protein_coding	2570	UIMC1
ENST00000511320	protein_coding	2574	UIMC1
ENST00000506128	protein_coding	1945	UIMC1
ENST00000510698	protein_coding	1334	UIMC1
ENST00000509236	protein_coding	619	UIMC1
ENST00000507513	protein_coding	425	UIMC1
ENST00000428382	protein_coding	249	UIMC1
ENST00000356284	protein_coding	3082	SMOC2
ENST00000354536	protein_coding	3150	SMOC2
ENST00000417208	protein_coding	672	SMOC2
ENST00000503118	protein_coding	438	LRRC59
ENST00000225972	protein_coding	2880	LRRC59
ENST00000576448	protein_coding	1531	LRRC59
ENST00000562439	protein_coding	692	RSPRY1
ENST00000564435	protein_coding	743	RSPRY1
ENST00000562959	protein_coding	548	RSPRY1
ENST00000568505	protein_coding	654	RSPRY1
ENST00000394420	protein_coding	3503	RSPRY1
ENST00000537866	protein_coding	3586	RSPRY1
ENST00000561641	protein_coding	579	RSPRY1
ENST00000371175	protein_coding	1895	RHAG
ENST00000646272	protein_coding	2014	RHAG
ENST00000646939	protein_coding	1225	RHAG
ENST00000646963	protein_coding	1183	RHAG
ENST00000559189	protein_coding	761	GCNT3
ENST00000396065	protein_coding	4934	GCNT3
ENST00000560585	protein_coding	2360	GCNT3
ENST00000559626	protein_coding	668	GCNT3
ENST00000559200	protein_coding	667	GCNT3
ENST00000262018	protein_coding	1429	SGCA
ENST00000344627	protein_coding	1057	SGCA
ENST00000682109	protein_coding	1044	SGCA
ENST00000504073	protein_coding	1229	SGCA
ENST00000396060	protein_coding	1559	GTF2A2
ENST00000396064	protein_coding	633	GTF2A2
ENST00000396063	protein_coding	970	GTF2A2
ENST00000396061	protein_coding	758	GTF2A2
ENST00000484743	protein_coding	408	GTF2A2
ENST00000559706	protein_coding	382	GTF2A2
ENST00000339673	protein_coding	2705	DMP1
ENST00000282479	protein_coding	2630	DMP1
ENST00000506693	protein_coding	1276	ZNF346
ENST00000358149	protein_coding	4314	ZNF346
ENST00000512315	protein_coding	1575	ZNF346
ENST00000503425	protein_coding	1191	ZNF346
ENST00000511834	protein_coding	2306	ZNF346
ENST00000503039	protein_coding	2774	ZNF346
ENST00000622633	protein_coding	2440	LITAF
ENST00000571688	protein_coding	2632	LITAF
ENST00000413364	protein_coding	2292	LITAF
ENST00000339430	protein_coding	2356	LITAF
ENST00000570904	protein_coding	1118	LITAF
ENST00000571459	protein_coding	677	LITAF
ENST00000572255	protein_coding	516	LITAF
ENST00000576036	protein_coding	603	LITAF
ENST00000574763	protein_coding	717	LITAF
ENST00000571627	protein_coding	579	LITAF
ENST00000570798	protein_coding	593	LITAF
ENST00000574701	protein_coding	553	LITAF
ENST00000571976	protein_coding	548	LITAF
ENST00000574703	protein_coding	486	LITAF
ENST00000574848	protein_coding	554	LITAF
ENST00000571277	protein_coding	587	LITAF
ENST00000576334	protein_coding	556	LITAF
ENST00000237623	protein_coding	1581	SPP1
ENST00000682655	protein_coding	834	SPP1
ENST00000508233	protein_coding	923	SPP1
ENST00000360804	protein_coding	1196	SPP1
ENST00000395080	protein_coding	1561	SPP1
ENST00000614857	protein_coding	1728	SPP1
ENST00000560305	protein_coding	557	CCDC32
ENST00000561011	protein_coding	1577	CCDC32
ENST00000559911	protein_coding	677	CCDC32
ENST00000698443	protein_coding	2433	CCDC32
ENST00000558113	protein_coding	576	CCDC32
ENST00000416810	protein_coding	1509	CCDC32
ENST00000358005	protein_coding	1704	CCDC32
ENST00000558750	protein_coding	814	CCDC32
ENST00000558918	protein_coding	349	CCDC32
ENST00000559103	protein_coding	557	CCDC32
ENST00000558871	protein_coding	1075	CCDC32
ENST00000525131	protein_coding	1882	PDZD3
ENST00000355547	protein_coding	2259	PDZD3
ENST00000531114	protein_coding	2996	PDZD3
ENST00000322712	protein_coding	2204	PDZD3
ENST00000332598	protein_coding	2546	TMED9
ENST00000396573	protein_coding	14450	GRIN2A
ENST00000330684	protein_coding	14706	GRIN2A
ENST00000535259	protein_coding	6466	GRIN2A
ENST00000674742	protein_coding	6966	GRIN2A
ENST00000675398	protein_coding	5395	GRIN2A
ENST00000562109	protein_coding	4338	GRIN2A
ENST00000637393	protein_coding	833	GRIN2A
ENST00000636406	protein_coding	100	GRIN2A
ENST00000637188	protein_coding	100	GRIN2A
ENST00000368851	protein_coding	10757	SLC16A10
ENST00000439288	protein_coding	646	SLC16A10
ENST00000419619	protein_coding	912	SLC16A10
ENST00000368850	protein_coding	10051	SLC16A10
ENST00000647634	protein_coding	809	LYZL2
ENST00000375318	protein_coding	811	LYZL2
ENST00000539106	protein_coding	1496	KXD1
ENST00000540691	protein_coding	1592	KXD1
ENST00000600372	protein_coding	656	KXD1
ENST00000222307	protein_coding	1344	KXD1
ENST00000601630	protein_coding	1327	KXD1
ENST00000599000	protein_coding	498	KXD1
ENST00000595073	protein_coding	1095	KXD1
ENST00000596785	protein_coding	712	KXD1
ENST00000599319	protein_coding	707	KXD1
ENST00000597438	protein_coding	635	KXD1
ENST00000596244	protein_coding	341	KXD1
ENST00000602094	protein_coding	2738	KXD1
ENST00000598830	protein_coding	932	KXD1
ENST00000595870	protein_coding	686	KXD1
ENST00000600099	protein_coding	517	KXD1
ENST00000372836	protein_coding	1431	CNPY3
ENST00000361902	protein_coding	1712	GPX6
ENST00000474923	protein_coding	716	GPX6
ENST00000614149	protein_coding	8294	ZNF518A
ENST00000624776	protein_coding	8001	ZNF518A
ENST00000316045	protein_coding	8345	ZNF518A
ENST00000555868	protein_coding	3969	TMEM30B
ENST00000450662	protein_coding	1694	EFCAB3
ENST00000305286	protein_coding	1546	EFCAB3
ENST00000520404	protein_coding	574	EFCAB3
ENST00000518576	protein_coding	710	EFCAB3
ENST00000029410	protein_coding	1698	B4GALT7
ENST00000510761	protein_coding	552	B4GALT7
ENST00000505468	protein_coding	544	B4GALT7
ENST00000507061	protein_coding	410	B4GALT7
ENST00000244670	protein_coding	1903	KLHDC3
ENST00000326974	protein_coding	1869	KLHDC3
ENST00000224337	protein_coding	4344	BLNK
ENST00000371176	protein_coding	2178	BLNK
ENST00000696513	protein_coding	2344	BLNK
ENST00000696514	protein_coding	1753	BLNK
ENST00000413476	protein_coding	1599	BLNK
ENST00000427367	protein_coding	1284	BLNK
ENST00000696248	protein_coding	900	BLNK
ENST00000696253	protein_coding	1146	BLNK
ENST00000495266	protein_coding	439	BLNK
ENST00000555211	protein_coding	3044	FAM177A1
ENST00000280987	protein_coding	3053	FAM177A1
ENST00000382406	protein_coding	858	FAM177A1
ENST00000554052	protein_coding	540	FAM177A1
ENST00000554794	protein_coding	499	FAM177A1
ENST00000315616	protein_coding	2365	RPUSD2
ENST00000559271	protein_coding	1558	RPUSD2
ENST00000616318	protein_coding	631	RPUSD2
ENST00000346991	protein_coding	9573	KNL1
ENST00000528975	protein_coding	578	KNL1
ENST00000532056	protein_coding	259	KNL1
ENST00000399668	protein_coding	9266	KNL1
ENST00000532406	protein_coding	579	KNL1
ENST00000616852	protein_coding	3150	METTL2A
ENST00000311506	protein_coding	5799	METTL2A
ENST00000703256	protein_coding	1152	NGDN
ENST00000556699	protein_coding	1473	NGDN
ENST00000703257	protein_coding	1092	NGDN
ENST00000408901	protein_coding	1108	NGDN
ENST00000397154	protein_coding	2204	NGDN
ENST00000555128	protein_coding	811	NGDN
ENST00000556483	protein_coding	838	NGDN
ENST00000308304	protein_coding	1464	PROP1
ENST00000266529	protein_coding	1808	ZCRB1
ENST00000679269	protein_coding	1710	ZCRB1
ENST00000677694	protein_coding	3093	ZCRB1
ENST00000679184	protein_coding	1639	ZCRB1
ENST00000676501	protein_coding	1661	ZCRB1
ENST00000552235	protein_coding	1199	ZCRB1
ENST00000552673	protein_coding	907	ZCRB1
ENST00000457280	protein_coding	1601	IGFBP1
ENST00000275525	protein_coding	1514	IGFBP1
ENST00000468955	protein_coding	1369	IGFBP1
ENST00000274605	protein_coding	5985	N4BP3
ENST00000359543	protein_coding	5097	EMP2
ENST00000536829	protein_coding	781	EMP2
ENST00000264036	protein_coding	3327	MCAM
ENST00000303375	protein_coding	5719	MRC2
ENST00000579432	protein_coding	574	MRC2
ENST00000446119	protein_coding	3201	MRC2
ENST00000515098	protein_coding	4066	RMND5B
ENST00000502814	protein_coding	653	RMND5B
ENST00000313386	protein_coding	3911	RMND5B
ENST00000507457	protein_coding	808	RMND5B
ENST00000508647	protein_coding	562	RMND5B
ENST00000542098	protein_coding	1681	RMND5B
ENST00000596304	protein_coding	554	UBA52
ENST00000430157	protein_coding	572	UBA52
ENST00000596273	protein_coding	764	UBA52
ENST00000442744	protein_coding	2848	UBA52
ENST00000595683	protein_coding	779	UBA52
ENST00000599256	protein_coding	927	UBA52
ENST00000595158	protein_coding	743	UBA52
ENST00000598780	protein_coding	668	UBA52
ENST00000599551	protein_coding	707	UBA52
ENST00000597451	protein_coding	514	UBA52
ENST00000599595	protein_coding	692	UBA52
ENST00000596272	protein_coding	508	UBA52
ENST00000594527	protein_coding	357	UBA52
ENST00000341911	protein_coding	3684	MYB
ENST00000442647	protein_coding	3312	MYB
ENST00000316528	protein_coding	3571	MYB
ENST00000616088	protein_coding	3573	MYB
ENST00000367814	protein_coding	3302	MYB
ENST00000527615	protein_coding	2381	MYB
ENST00000420123	protein_coding	1051	MYB
ENST00000525369	protein_coding	2866	MYB
ENST00000528774	protein_coding	2277	MYB
ENST00000533624	protein_coding	1818	MYB
ENST00000534044	protein_coding	1812	MYB
ENST00000534121	protein_coding	2238	MYB
ENST00000430686	protein_coding	1036	MYB
ENST00000321871	protein_coding	3727	TMEM108
ENST00000393130	protein_coding	2165	TMEM108
ENST00000514894	protein_coding	823	TMEM108
ENST00000512662	protein_coding	874	TMEM108
ENST00000512137	protein_coding	681	TMEM108
ENST00000511555	protein_coding	510	TMEM108
ENST00000508711	protein_coding	2470	TMEM108
ENST00000515826	protein_coding	4833	TMEM108
ENST00000510183	protein_coding	555	TMEM108
ENST00000505035	protein_coding	2240	C16orf82
ENST00000299237	protein_coding	5027	ZNF319
ENST00000562909	protein_coding	517	ZNF319
ENST00000223459	protein_coding	1106	ZNF688
ENST00000563276	protein_coding	1492	ZNF688
ENST00000566632	protein_coding	427	ZNF688
ENST00000567855	protein_coding	540	ZNF688
ENST00000563707	protein_coding	244	ZNF688
ENST00000613132	protein_coding	2613	IGFBP3
ENST00000381083	protein_coding	2631	IGFBP3
ENST00000381086	protein_coding	2322	IGFBP3
ENST00000428530	protein_coding	894	IGFBP3
ENST00000417621	protein_coding	810	IGFBP3
ENST00000448817	protein_coding	571	IGFBP3
ENST00000503569	protein_coding	3255	WFS1
ENST00000673991	protein_coding	3633	WFS1
ENST00000682275	protein_coding	3662	WFS1
ENST00000226760	protein_coding	3640	WFS1
ENST00000506362	protein_coding	2882	WFS1
ENST00000684087	protein_coding	3602	WFS1
ENST00000674051	protein_coding	451	WFS1
ENST00000682059	protein_coding	718	WFS1
ENST00000684054	protein_coding	553	WFS1
ENST00000684700	protein_coding	917	WFS1
ENST00000683395	protein_coding	3446	WFS1
ENST00000673642	protein_coding	2013	WFS1
ENST00000305850	protein_coding	3928	CENPN
ENST00000299572	protein_coding	1398	CENPN
ENST00000439957	protein_coding	1699	CENPN
ENST00000393335	protein_coding	1556	CENPN
ENST00000428963	protein_coding	971	CENPN
ENST00000564669	protein_coding	730	CENPN
ENST00000562943	protein_coding	461	CENPN
ENST00000465801	protein_coding	2850	IFFO1
ENST00000336604	protein_coding	2686	IFFO1
ENST00000396840	protein_coding	2677	IFFO1
ENST00000619571	protein_coding	2673	IFFO1
ENST00000356896	protein_coding	2680	IFFO1
ENST00000335181	protein_coding	2305	PKM
ENST00000319622	protein_coding	2717	PKM
ENST00000389093	protein_coding	2279	PKM
ENST00000698741	protein_coding	2578	PKM
ENST00000565184	protein_coding	2503	PKM
ENST00000565154	protein_coding	2004	PKM
ENST00000568459	protein_coding	1806	PKM
ENST00000561609	protein_coding	1568	PKM
ENST00000564178	protein_coding	554	PKM
ENST00000562997	protein_coding	582	PKM
ENST00000567087	protein_coding	550	PKM
ENST00000566809	protein_coding	560	PKM
ENST00000569050	protein_coding	457	PKM
ENST00000430155	protein_coding	2831	SLC12A8
ENST00000393469	protein_coding	3447	SLC12A8
ENST00000469902	protein_coding	3485	SLC12A8
ENST00000479826	protein_coding	622	SLC12A8
ENST00000462437	protein_coding	493	SLC12A8
ENST00000518476	protein_coding	1624	CNBD1
ENST00000523299	protein_coding	1653	CNBD1
ENST00000521593	protein_coding	651	CNBD1
ENST00000538336	protein_coding	3621	FKBP9
ENST00000242209	protein_coding	3424	FKBP9
ENST00000418354	protein_coding	780	FKBP9
ENST00000490776	protein_coding	2699	FKBP9
ENST00000463439	protein_coding	2867	GMCL2
ENST00000506339	protein_coding	1747	HNRNPAB
ENST00000358344	protein_coding	1770	HNRNPAB
ENST00000355836	protein_coding	1602	HNRNPAB
ENST00000514633	protein_coding	1571	HNRNPAB
ENST00000515193	protein_coding	1595	HNRNPAB
ENST00000506259	protein_coding	1674	HNRNPAB
ENST00000504898	protein_coding	1785	HNRNPAB
ENST00000519824	protein_coding	3798	CYRIB
ENST00000694912	protein_coding	3904	CYRIB
ENST00000703342	protein_coding	3832	CYRIB
ENST00000699094	protein_coding	4191	CYRIB
ENST00000522746	protein_coding	2196	CYRIB
ENST00000523509	protein_coding	1968	CYRIB
ENST00000401979	protein_coding	2024	CYRIB
ENST00000519110	protein_coding	1902	CYRIB
ENST00000522250	protein_coding	1647	CYRIB
ENST00000517654	protein_coding	1817	CYRIB
ENST00000519540	protein_coding	2021	CYRIB
ENST00000522941	protein_coding	1700	CYRIB
ENST00000519142	protein_coding	696	CYRIB
ENST00000520204	protein_coding	699	CYRIB
ENST00000518283	protein_coding	574	CYRIB
ENST00000523993	protein_coding	581	CYRIB
ENST00000520254	protein_coding	579	CYRIB
ENST00000519020	protein_coding	573	CYRIB
ENST00000518167	protein_coding	421	CYRIB
ENST00000517672	protein_coding	548	CYRIB
ENST00000519070	protein_coding	561	CYRIB
ENST00000522361	protein_coding	367	CYRIB
ENST00000395146	protein_coding	9261	AFF1
ENST00000507468	protein_coding	1486	AFF1
ENST00000674009	protein_coding	3460	AFF1
ENST00000503477	protein_coding	1478	AFF1
ENST00000511442	protein_coding	463	AFF1
ENST00000544085	protein_coding	9625	AFF1
ENST00000307808	protein_coding	9390	AFF1
ENST00000511722	protein_coding	638	AFF1
ENST00000514970	protein_coding	582	AFF1
ENST00000458059	protein_coding	2965	CNEP1R1
ENST00000427478	protein_coding	2092	CNEP1R1
ENST00000562576	protein_coding	656	CNEP1R1
ENST00000565556	protein_coding	1707	CNEP1R1
ENST00000566093	protein_coding	547	CNEP1R1
ENST00000308595	protein_coding	3403	GRK2
ENST00000526285	protein_coding	1458	GRK2
ENST00000582809	protein_coding	3608	TLK2
ENST00000684213	protein_coding	1072	TLK2
ENST00000583843	protein_coding	767	TLK2
ENST00000579450	protein_coding	559	TLK2
ENST00000682085	protein_coding	5377	TLK2
ENST00000580705	protein_coding	550	TLK2
ENST00000346027	protein_coding	5640	TLK2
ENST00000326270	protein_coding	3512	TLK2
ENST00000682203	protein_coding	5345	TLK2
ENST00000343388	protein_coding	3227	TLK2
ENST00000683536	protein_coding	5405	TLK2
ENST00000684440	protein_coding	5060	TLK2
ENST00000684772	protein_coding	4959	TLK2
ENST00000682075	protein_coding	4903	TLK2
ENST00000683104	protein_coding	5350	TLK2
ENST00000684012	protein_coding	5115	TLK2
ENST00000581041	protein_coding	1784	TLK2
ENST00000684553	protein_coding	4925	TLK2
ENST00000684169	protein_coding	1746	CRLF1
ENST00000392386	protein_coding	1741	CRLF1
ENST00000597131	protein_coding	520	CRLF1
ENST00000643244	protein_coding	1542	NT5C3A
ENST00000610140	protein_coding	1667	NT5C3A
ENST00000409467	protein_coding	1311	NT5C3A
ENST00000409787	protein_coding	840	NT5C3A
ENST00000449201	protein_coding	306	NT5C3A
ENST00000308158	protein_coding	2081	PHYKPL
ENST00000323594	protein_coding	739	PHYKPL
ENST00000476170	protein_coding	824	PHYKPL
ENST00000450195	protein_coding	702	REX1BD
ENST00000358607	protein_coding	767	REX1BD
ENST00000595490	protein_coding	410	REX1BD
ENST00000426426	protein_coding	2775	TMEM233
ENST00000381440	protein_coding	7666	ITPRIPL2
ENST00000361828	protein_coding	6328	OPA1
ENST00000361510	protein_coding	6429	OPA1
ENST00000361908	protein_coding	6397	OPA1
ENST00000392436	protein_coding	3579	OPA1
ENST00000643329	protein_coding	6068	OPA1
ENST00000646793	protein_coding	5830	OPA1
ENST00000392437	protein_coding	4087	OPA1
ENST00000419435	protein_coding	780	OPA1
ENST00000645553	protein_coding	5008	OPA1
ENST00000646544	protein_coding	5071	OPA1
ENST00000445863	protein_coding	1096	OPA1
ENST00000429164	protein_coding	393	OPA1
ENST00000361715	protein_coding	6384	OPA1
ENST00000361150	protein_coding	6330	OPA1
ENST00000312465	protein_coding	5313	FGF5
ENST00000456523	protein_coding	5234	FGF5
ENST00000449207	protein_coding	3393	PRDM7
ENST00000541640	protein_coding	2303	PRKAB1
ENST00000229328	protein_coding	2219	PRKAB1
ENST00000630317	protein_coding	258	PRKAB1
ENST00000540121	protein_coding	1673	PRKAB1
ENST00000545223	protein_coding	583	PRKAB1
ENST00000600490	protein_coding	1717	TMEM59L
ENST00000262817	protein_coding	1621	TMEM59L
ENST00000594709	protein_coding	403	TMEM59L
ENST00000209665	protein_coding	2289	ADH7
ENST00000437033	protein_coding	2119	ADH7
ENST00000482593	protein_coding	1420	ADH7
ENST00000476959	protein_coding	1325	ADH7
ENST00000474027	protein_coding	589	ADH7
ENST00000360461	protein_coding	6782	PLEKHG4
ENST00000562144	protein_coding	574	PLEKHG4
ENST00000565899	protein_coding	560	PLEKHG4
ENST00000565773	protein_coding	542	PLEKHG4
ENST00000562744	protein_coding	491	PLEKHG4
ENST00000427155	protein_coding	4455	PLEKHG4
ENST00000379344	protein_coding	4512	PLEKHG4
ENST00000568621	protein_coding	514	PLEKHG4
ENST00000450733	protein_coding	4480	PLEKHG4
ENST00000567938	protein_coding	466	PLEKHG4
ENST00000569875	protein_coding	489	PLEKHG4
ENST00000297157	protein_coding	1135	RP9
ENST00000448915	protein_coding	629	RP9
ENST00000684207	protein_coding	1656	RP9
ENST00000511455	protein_coding	2128	ANKRD13D
ENST00000515828	protein_coding	582	ANKRD13D
ENST00000261833	protein_coding	8578	CIT
ENST00000392521	protein_coding	8736	CIT
ENST00000678677	protein_coding	7371	CIT
ENST00000679249	protein_coding	7611	CIT
ENST00000676849	protein_coding	7592	CIT
ENST00000678652	protein_coding	7619	CIT
ENST00000678087	protein_coding	7684	CIT
ENST00000677993	protein_coding	7828	CIT
ENST00000678494	protein_coding	2810	CIT
ENST00000612548	protein_coding	1799	CIT
ENST00000392520	protein_coding	5205	CIT
ENST00000536325	protein_coding	329	CIT
ENST00000359735	protein_coding	2679	ZNF138
ENST00000494380	protein_coding	842	ZNF138
ENST00000440155	protein_coding	1066	ZNF138
ENST00000440598	protein_coding	2230	ZNF138
ENST00000437743	protein_coding	2574	ZNF138
ENST00000307355	protein_coding	2579	ZNF138
ENST00000429654	protein_coding	2441	ZNF69
ENST00000445911	protein_coding	569	ZNF69
ENST00000340180	protein_coding	1438	ZNF69
ENST00000684735	protein_coding	632	YIPF7
ENST00000415895	protein_coding	1170	YIPF7
ENST00000332990	protein_coding	554	YIPF7
ENST00000684496	protein_coding	314	YIPF7
ENST00000508947	protein_coding	484	YIPF7
ENST00000622593	protein_coding	2901	ZNF700
ENST00000254321	protein_coding	2843	ZNF700
ENST00000482090	protein_coding	3113	ZNF700
ENST00000308744	protein_coding	1964	NPFFR2
ENST00000344413	protein_coding	1234	NPFFR2
ENST00000395999	protein_coding	1866	NPFFR2
ENST00000358749	protein_coding	1559	NPFFR2
ENST00000590798	protein_coding	1562	
ENST00000591944	protein_coding	567	
ENST00000393518	protein_coding	1138	FAM153A
ENST00000697104	protein_coding	4852	FAM153A
ENST00000697106	protein_coding	4897	FAM153A
ENST00000510276	protein_coding	1641	FAM153A
ENST00000697115	protein_coding	3538	FAM153A
ENST00000697116	protein_coding	3177	FAM153A
ENST00000697117	protein_coding	2922	FAM153A
ENST00000440605	protein_coding	1966	FAM153A
ENST00000614127	protein_coding	1981	FAM153A
ENST00000513554	protein_coding	1437	FAM153A
ENST00000504518	protein_coding	448	FAM153A
ENST00000503567	protein_coding	558	FAM153A
ENST00000592625	protein_coding	582	ZNF763
ENST00000358987	protein_coding	2862	ZNF763
ENST00000586494	protein_coding	573	ZNF763
ENST00000343949	protein_coding	2621	ZNF763
ENST00000481745	protein_coding	564	ZNF763
ENST00000684498	protein_coding	1307	GARIN1A
ENST00000641605	protein_coding	5749	GARIN1A
ENST00000682356	protein_coding	5727	GARIN1A
ENST00000477515	protein_coding	754	GARIN1A
ENST00000361217	protein_coding	5728	DENND4B
ENST00000368646	protein_coding	3781	DENND4B
ENST00000472932	protein_coding	541	DENND4B
ENST00000680956	protein_coding	13943	HTT
ENST00000681528	protein_coding	14033	HTT
ENST00000355072	protein_coding	13472	HTT
ENST00000649131	protein_coding	289	HTT
ENST00000509618	protein_coding	429	HTT
ENST00000376495	protein_coding	3303	OTUD1
ENST00000376462	protein_coding	6123	KIAA1217
ENST00000636305	protein_coding	649	KIAA1217
ENST00000376456	protein_coding	3203	KIAA1217
ENST00000376452	protein_coding	6052	KIAA1217
ENST00000430453	protein_coding	5962	KIAA1217
ENST00000458595	protein_coding	5977	KIAA1217
ENST00000376454	protein_coding	7407	KIAA1217
ENST00000635504	protein_coding	568	KIAA1217
ENST00000438429	protein_coding	2589	KIAA1217
ENST00000696626	protein_coding	8471	KIAA1217
ENST00000307544	protein_coding	3281	KIAA1217
ENST00000396446	protein_coding	3059	KIAA1217
ENST00000376451	protein_coding	7383	KIAA1217
ENST00000396445	protein_coding	5706	KIAA1217
ENST00000635163	protein_coding	1358	KIAA1217
ENST00000401970	protein_coding	1475	LHFPL3
ENST00000424859	protein_coding	3234	LHFPL3
ENST00000652448	protein_coding	3215	
ENST00000600335	protein_coding	560	ZNF20
ENST00000334213	protein_coding	3004	ZNF20
ENST00000418866	protein_coding	642	ZNF20
ENST00000376757	protein_coding	2990	SSH3
ENST00000308298	protein_coding	2046	SSH3
ENST00000308127	protein_coding	2781	SSH3
ENST00000532181	protein_coding	948	SSH3
ENST00000527821	protein_coding	656	SSH3
ENST00000341119	protein_coding	4056	SLC25A40
ENST00000204679	protein_coding	1975	GNPTG
ENST00000527137	protein_coding	386	GNPTG
ENST00000683887	protein_coding	1237	GNPTG
ENST00000529110	protein_coding	1002	GNPTG
ENST00000368630	protein_coding	1635	CRTC2
ENST00000368633	protein_coding	2631	CRTC2
ENST00000414892	protein_coding	695	ZNF625
ENST00000455799	protein_coding	1678	ZNF625
ENST00000439556	protein_coding	1702	ZNF625
ENST00000589373	protein_coding	2006	KLC3
ENST00000391946	protein_coding	1782	KLC3
ENST00000585434	protein_coding	1764	KLC3
ENST00000589837	protein_coding	973	KLC3
ENST00000590063	protein_coding	809	KLC3
ENST00000470402	protein_coding	1820	KLC3
ENST00000622895	protein_coding	4401	GOLGA6L22
ENST00000332145	protein_coding	1132	ODF3L1
ENST00000265728	protein_coding	3655	DBF4
ENST00000284274	protein_coding	7969	OTULIN
ENST00000506417	protein_coding	605	OTULIN
ENST00000569423	protein_coding	2969	UBE2Q2
ENST00000267938	protein_coding	2968	UBE2Q2
ENST00000561851	protein_coding	1582	UBE2Q2
ENST00000426727	protein_coding	2158	UBE2Q2
ENST00000314397	protein_coding	637	NHP2
ENST00000274606	protein_coding	780	NHP2
ENST00000514354	protein_coding	472	NHP2
ENST00000511078	protein_coding	475	NHP2
ENST00000589371	protein_coding	355	PPP1R13L
ENST00000591986	protein_coding	648	PPP1R13L
