pb	tx_cat	pr_splice_cat	tx_subcat	pr_splice_subcat	tx_tss_diff	tx_tts_diff	tx_tss_gene_diff	tx_tts_gene_diff	pr_nterm_diff	pr_cterm_diff	pr_nterm_gene_diff	pr_cterm_gene_diff	tx_transcripts	pr_transcripts	tx_gene	pr_gene	tx_num_exons	pr_num_exons	is_nmd	num_junc_after_stop_codon	num_nt_after_stop_codon	tx_5hang	tx_3hang	pr_nhang	pr_chang
ENST00000377669.7	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000377669.7	ENST00000377669.7	ENSG00000118922.18	ENSG00000118922.18	8	7	FALSE	0	9626	0	0	0	0
ENST00000682242.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000682242.1	ENST00000682242.1	ENSG00000188243.14	ENSG00000188243.14	4	4	FALSE	0	1414	0	0	0	0
ENST00000485938.4	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000485938.4	ENST00000485938.4	ENSG00000102805.16	ENSG00000102805.16	3	3	FALSE	0	1768	0	0	0	0
ENST00000355619.10	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000355619.10	ENST00000355619.10	ENSG00000005812.11	ENSG00000005812.11	5	4	FALSE	0	2222	0	0	0	0
ENST00000358679.3	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000358679.3	ENST00000358679.3	ENSG00000139737.22	ENSG00000139737.22	6	5	FALSE	0	1160	0	0	0	0
ENST00000465762.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000465762.5	ENST00000465762.5	ENSG00000102471.15	ENSG00000102471.15	7	5	TRUE	2	260	0	0	0	0
ENST00000620924.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000620924.1	ENST00000620924.1	ENSG00000102471.15	ENSG00000102471.15	8	7	TRUE	1	1598	0	0	0	0
ENST00000376958.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000376958.5	ENST00000376958.5	ENSG00000152749.8	ENSG00000152749.8	9	9	FALSE	0	7564	0	0	0	0
ENST00000602402.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000602402.6	ENST00000602402.6	ENSG00000102580.15	ENSG00000102580.15	12	12	FALSE	0	4078	0	0	0	0
ENST00000343600.9	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000343600.9	ENST00000397601.5	ENSG00000139793.20	ENSG00000139793.20	7	6	FALSE	0	3485	0	0	0	0
ENST00000345429.10	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000345429.10	ENST00000345429.10	ENSG00000139793.20	ENSG00000139793.20	9	8	FALSE	0	3568	0	0	0	0
ENST00000490680.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000490680.5	ENST00000651721.2	ENSG00000065150.21	ENSG00000065150.21	26	26	FALSE	0	128	0	0	0	0
ENST00000596580.2	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000596580.2	ENST00000596580.2	ENSG00000152767.17	ENSG00000152767.17	13	12	FALSE	0	11129	0	0	0	0
ENST00000423063.2	full-splice_match	full-splice_match	multi-exon	multi-exon	0	79	0	-79	162	0	124	0	ENST00000423063.2	ENST00000423063.2	ENSG00000152767.17	ENSG00000152767.17	2	2	FALSE	0	202	0	-79	-162	0
ENST00000376547.7	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000376547.7	ENST00000376547.7	ENSG00000102572.15	ENSG00000102572.15	11	11	FALSE	0	1163	0	0	0	0
ENST00000403766.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000403766.8	ENST00000403766.8	ENSG00000134882.16	ENSG00000134882.16	9	9	FALSE	0	1227	0	0	0	0
ENST00000642475.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	331	0	-331	0	0	0	0	ENST00000642475.1	ENST00000642475.1	ENSG00000125304.10	ENSG00000125304.10	19	17	FALSE	0	1538	0	-331	0	0
ENST00000376354.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000376354.5	ENST00000693071.1	ENSG00000125246.16	ENSG00000125246.16	7	7	FALSE	0	209	0	0	0	0
ENST00000376355.7	full-splice_match	full-splice_match	multi-exon	multi-exon	0	4565	0	-1	0	0	0	0	ENST00000376355.7	ENST00000376355.7	ENSG00000125246.16	ENSG00000125246.16	8	8	FALSE	0	1186	0	-4565	0	0
ENST00000376285.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000376285.6	ENST00000376285.6	ENSG00000175198.17	ENSG00000175198.17	24	24	FALSE	0	300	0	0	0	0
ENST00000376234.7	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000376234.7	ENST00000376234.7	ENSG00000125247.16	ENSG00000125247.16	18	17	FALSE	0	1260	0	0	0	0
ENST00000676357.1	full-splice_match	incomplete-splice_match	multi-exon	5prime_fragment	0	0	0	0	0	7710	0	-7710	ENST00000676357.1	ENST00000376200.6	ENSG00000102452.18	ENSG00000102452.18	6	5	FALSE	0	2589	0	0	0	1
ENST00000376065.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000376065.8	ENST00000376065.8	ENSG00000134900.12	ENSG00000134900.12	29	29	FALSE	0	184	0	0	0	0
ENST00000376032.9	full-splice_match	full-splice_match	multi-exon	multi-exon	0	222	0	0	0	0	0	0	ENST00000376032.9	ENST00000376032.9	ENSG00000151287.17	ENSG00000151287.17	6	5	FALSE	0	459	0	-222	0	0
ENST00000652225.2	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000652225.2	ENST00000652225.2	ENSG00000134899.24	ENSG00000134899.24	15	15	FALSE	0	330	0	0	0	0
ENST00000682632.1	full-splice_match	incomplete-splice_match	multi-exon	5prime_fragment	0	0	0	0	0	3447	0	109	ENST00000682632.1	ENST00000652225.2	ENSG00000134899.24	ENSG00000134899.24	14	13	TRUE	1	1799	0	0	0	55
ENST00000682869.1	full-splice_match	incomplete-splice_match	multi-exon	5prime_fragment	0	0	0	0	0	225	0	-225	ENST00000682869.1	ENST00000651002.1	ENSG00000134899.24	ENSG00000134899.24	14	3	TRUE	11	3853	0	0	0	46
ENST00000472226.2	full-splice_match	incomplete-splice_match	multi-exon	5prime_fragment	0	0	0	0	0	15187	0	-15187	ENST00000472226.2	ENST00000400198.8	ENSG00000134884.15	ENSG00000134884.15	3	2	TRUE	1	3190	0	0	0	246
ENST00000356711.7	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000356711.7	ENST00000356711.7	ENSG00000041515.16	ENSG00000041515.16	35	34	FALSE	0	1290	0	0	0	0
ENST00000470164.2	full-splice_match	incomplete-splice_match	multi-exon	5prime_fragment	0	0	0	0	-10	3039	0	-3039	ENST00000470164.2	ENST00000679968.1	ENSG00000213995.12	ENSG00000213995.12	9	2	TRUE	7	2296	0	0	10	-126
ENST00000680505.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000680505.1	ENST00000680505.1	ENSG00000213995.12	ENSG00000213995.12	10	10	FALSE	0	1518	0	0	0	0
ENST00000465753.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000465753.1	ENST00000465753.1	ENSG00000088448.14	ENSG00000088448.14	5	4	TRUE	1	514	0	0	0	0
ENST00000261965.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000261965.8	ENST00000261965.8	ENSG00000126216.15	ENSG00000126216.15	22	22	FALSE	0	1158	0	0	0	0
ENST00000375669.7	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000375669.7	ENST00000375669.7	ENSG00000126216.15	ENSG00000126216.15	21	21	FALSE	0	251	0	0	0	0
ENST00000375604.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000375604.6	ENST00000375604.6	ENSG00000126217.21	ENSG00000126217.21	30	30	FALSE	0	3076	0	0	0	0
ENST00000375430.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000375430.8	ENST00000375430.8	ENSG00000139835.14	ENSG00000139835.14	7	7	FALSE	0	802	0	0	0	0
ENST00000460318.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	120	-74	120	74	ENST00000460318.1	ENST00000439909.2	ENSG00000150401.15	ENSG00000150401.15	2	2	FALSE	0	210	0	0	-120	74
ENST00000434316.7	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000434316.7	ENST00000434316.7	ENSG00000150403.18	ENSG00000150403.18	13	12	FALSE	0	1027	0	0	0	0
ENST00000491166.1	full-splice_match	incomplete-splice_match	multi-exon	3prime_fragment	0	0	0	0	51792	0	-929	0	ENST00000491166.1	ENST00000434316.7	ENSG00000150403.18	ENSG00000150403.18	3	3	FALSE	0	328	0	0	-74	0
ENST00000335678.7	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000335678.7	ENST00000335678.7	ENSG00000185974.7	ENSG00000185974.7	7	7	FALSE	0	2544	0	0	0	0
ENST00000252458.6	full-splice_match	novel_in_catalog	multi-exon	combination_of_known_junctions	0	0	0	0	NA	NA	0	0	ENST00000252458.6	novel	ENSG00000130177.16	ENSG00000130177.16	17	17	FALSE	0	287	0	0		
ENST00000258821.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000258821.8	ENST00000258821.8	ENSG00000136319.12	ENSG00000136319.12	10	10	FALSE	0	3417	0	0	0	0
ENST00000358932.9	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000358932.9	ENST00000398160.6	ENSG00000100814.18	ENSG00000100814.18	7	3	FALSE	0	639	0	0	0	0
ENST00000250416.9	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000250416.9	ENST00000250416.9	ENSG00000129484.14	ENSG00000129484.14	16	16	FALSE	0	137	0	0	0	0
ENST00000429687.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000429687.8	ENST00000429687.8	ENSG00000129484.14	ENSG00000129484.14	16	16	FALSE	0	117	0	0	0	0
ENST00000554028.3	full-splice_match	incomplete-splice_match	multi-exon	5prime_fragment	0	0	0	0	19	227	19	0	ENST00000554028.3	ENST00000553460.5	ENSG00000165782.11	ENSG00000165782.11	5	4	FALSE	0	788	0	0	-19	27
ENST00000361505.10	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000361505.10	ENST00000361505.10	ENSG00000198805.12	ENSG00000198805.12	6	6	FALSE	0	610	0	0	0	0
ENST00000553909.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000553909.1	ENST00000553909.1	ENSG00000259171.1	ENSG00000259171.1	3	2	FALSE	0	1405	0	0	0	0
ENST00000298681.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000298681.5	ENST00000298681.5	ENSG00000165794.10	ENSG00000165794.10	4	4	FALSE	0	449	0	0	0	0
ENST00000298694.9	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000298694.9	ENST00000298694.9	ENSG00000165801.10	ENSG00000165801.10	24	23	TRUE	1	1336	0	0	0	0
ENST00000554969.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000554969.5	ENST00000553300.6	ENSG00000092199.19	ENSG00000092199.19	10	7	FALSE	0	1045	0	0	0	0
ENST00000555309.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000555309.5	ENST00000555309.5	ENSG00000092199.19	ENSG00000092199.19	9	7	FALSE	0	799	0	0	0	0
ENST00000555914.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000555914.5	ENST00000555914.5	ENSG00000092199.19	ENSG00000092199.19	9	7	FALSE	0	782	0	0	0	0
ENST00000557201.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000557201.5	ENST00000554455.5	ENSG00000092199.19	ENSG00000092199.19	8	7	FALSE	0	453	0	0	0	0
ENST00000557364.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000557364.6	ENST00000646647.2	ENSG00000100888.15	ENSG00000100888.15	38	37	FALSE	0	420	0	0	0	0
ENST00000475857.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	-117	0	117	ENST00000475857.1	ENST00000417141.5	ENSG00000129472.15	ENSG00000129472.15	3	3	FALSE	0	318	0	0	0	117
ENST00000455393.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000455393.5	ENST00000455393.5	ENSG00000092203.15	ENSG00000092203.15	9	4	TRUE	5	1757	0	0	0	0
ENST00000538267.5	full-splice_match	incomplete-splice_match	multi-exon	5prime_fragment	0	0	0	0	0	1387	0	62	ENST00000538267.5	ENST00000543235.5	ENSG00000165819.12	ENSG00000165819.12	3	3	FALSE	0	818	0	0	0	12
ENST00000611430.4	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000611430.4	ENST00000611430.4	ENSG00000165821.12	ENSG00000165821.12	3	3	FALSE	0	872	0	0	0	0
ENST00000537235.2	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000537235.2	ENST00000537235.2	ENSG00000165821.12	ENSG00000165821.12	2	2	FALSE	0	1846	0	0	0	0
ENST00000428304.7	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000428304.7	ENST00000428304.7	ENSG00000100439.11	ENSG00000100439.11	7	7	FALSE	0	2025	0	0	0	0
ENST00000358043.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000358043.5	ENST00000358043.5	ENSG00000155463.14	ENSG00000155463.14	10	10	FALSE	0	493	0	0	0	0
ENST00000481218.1	full-splice_match	incomplete-splice_match	multi-exon	5prime_fragment	0	0	0	0	0	116	0	-116	ENST00000481218.1	ENST00000431881.6	ENSG00000155463.14	ENSG00000155463.14	8	3	TRUE	4	1194	0	0	0	126
ENST00000554061.5	full-splice_match	novel_not_in_catalog	multi-exon	at_least_one_novel_splicesite	0	0	0	0	NA	NA	-4028	0	ENST00000554061.5	novel	ENSG00000155465.20	ENSG00000155465.20	9	9	FALSE	0	454	0	0		
ENST00000311852.11	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000311852.11	ENST00000311852.11	ENSG00000157227.14	ENSG00000157227.14	10	10	FALSE	0	1955	0	0	0	0
ENST00000546834.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000546834.5	ENST00000546834.5	ENSG00000197324.9	ENSG00000197324.9	8	7	FALSE	0	112	0	0	0	0
ENST00000346528.9	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000346528.9	ENST00000346528.9	ENSG00000100461.18	ENSG00000100461.18	12	11	FALSE	0	1146	0	0	0	0
ENST00000553897.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000553897.5	ENST00000553897.5	ENSG00000100462.16	ENSG00000100462.16	16	16	FALSE	0	78	0	0	0	0
ENST00000262713.7	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000262713.7	ENST00000262713.7	ENSG00000129474.16	ENSG00000129474.16	8	8	FALSE	0	2554	0	0	0	0
ENST00000361611.11	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000361611.11	ENST00000361611.11	ENSG00000100804.19	ENSG00000100804.19	3	3	FALSE	0	255	0	0	0	0
ENST00000529705.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000529705.6	ENST00000529705.6	ENSG00000092068.21	ENSG00000092068.21	9	9	FALSE	0	529	0	0	0	0
ENST00000357460.7	full-splice_match	full-splice_match	multi-exon	multi-exon	0	779	0	-779	0	0	0	0	ENST00000357460.7	ENST00000357460.7	ENSG00000215271.9	ENSG00000215271.9	2	2	FALSE	0	2557	0	-779	0	0
ENST00000250405.10	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000250405.10	ENST00000679219.1	ENSG00000129473.11	ENSG00000129473.11	4	2	FALSE	0	2947	0	0	0	0
ENST00000206544.8	full-splice_match	incomplete-splice_match	multi-exon	3prime_fragment	106	0	106	0	527	0	527	0	ENST00000206544.8	ENST00000397267.6	ENSG00000092096.19	ENSG00000092096.19	9	9	FALSE	0	564	-106	0	-237	0
ENST00000216733.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000216733.8	ENST00000216733.8	ENSG00000100842.13	ENSG00000100842.13	6	6	FALSE	0	970	0	0	0	0
ENST00000556378.5	full-splice_match	incomplete-splice_match	multi-exon	5prime_fragment	0	0	0	0	0	6558	0	-5101	ENST00000556378.5	ENST00000397154.7	ENSG00000129460.16	ENSG00000129460.16	3	3	FALSE	0	629	0	0	0	30
ENST00000397075.7	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000397075.7	ENST00000397075.7	ENSG00000157326.19	ENSG00000157326.19	5	5	FALSE	0	151	0	0	0	0
ENST00000397071.5	full-splice_match	full-splice_match	multi-exon	multi-exon	99	0	-12	0	0	0	0	0	ENST00000397071.5	ENST00000397071.5	ENSG00000187630.18	ENSG00000187630.18	5	5	FALSE	0	442	-99	0	0	0
ENST00000689861.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000689861.1	ENST00000397016.6	ENSG00000100884.10	ENSG00000100884.10	17	15	TRUE	1	324	0	0	0	0
ENST00000446197.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000446197.8	ENST00000559115.5	ENSG00000100897.18	ENSG00000100897.18	15	14	FALSE	0	2666	0	0	0	0
ENST00000560600.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000560600.1	ENST00000560600.1	ENSG00000100908.14	ENSG00000100908.14	6	3	TRUE	2	489	0	0	0	0
ENST00000611366.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000611366.5	ENST00000620473.4	ENSG00000100918.14	ENSG00000100918.14	19	19	FALSE	0	635	0	0	0	0
ENST00000250495.10	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000250495.10	ENST00000250495.10	ENSG00000129559.13	ENSG00000129559.13	4	4	FALSE	0	373	0	0	0	0
ENST00000399423.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000399423.8	ENST00000399423.8	ENSG00000092330.18	ENSG00000092330.18	6	6	FALSE	0	1106	0	0	0	0
ENST00000250373.9	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000250373.9	ENST00000250373.9	ENSG00000100968.14	ENSG00000100968.14	10	10	FALSE	0	2056	0	0	0	0
ENST00000553708.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000553708.5	ENST00000553708.5	ENSG00000100968.14	ENSG00000100968.14	9	9	FALSE	0	2664	0	0	0	0
ENST00000382554.4	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000382554.4	ENST00000382554.4	ENSG00000205978.6	ENSG00000205978.6	9	8	FALSE	0	1941	0	0	0	0
ENST00000267406.11	full-splice_match	full-splice_match	multi-exon	multi-exon	158	0	158	0	0	0	0	0	ENST00000267406.11	ENST00000267406.11	ENSG00000139899.11	ENSG00000139899.11	3	3	FALSE	0	1703	-158	0	0	0
ENST00000556255.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	-84	0	-84	0	ENST00000556255.1	ENST00000554268.1	ENSG00000100441.10	ENSG00000100441.10	3	3	FALSE	0	1745	0	0	84	0
ENST00000419632.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000419632.6	ENST00000323944.10	ENSG00000168952.16	ENSG00000168952.16	6	5	FALSE	0	1340	0	0	0	0
ENST00000465357.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000465357.6	ENST00000465357.6	ENSG00000139910.20	ENSG00000139910.20	4	4	FALSE	0	2124	0	0	0	0
ENST00000344429.9	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000344429.9	ENST00000344429.9	ENSG00000139910.20	ENSG00000139910.20	5	5	FALSE	0	353	0	0	0	0
ENST00000547619.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000547619.5	ENST00000547619.5	ENSG00000139910.20	ENSG00000139910.20	4	4	FALSE	0	314	0	0	0	0
ENST00000574031.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000574031.1	ENST00000574031.1	ENSG00000139910.20	ENSG00000139910.20	3	3	FALSE	0	975	0	0	0	0
ENST00000483536.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000483536.6	ENST00000483536.6	ENSG00000139910.20	ENSG00000139910.20	6	3	TRUE	3	6212	0	0	0	0
ENST00000691338.1	full-splice_match	incomplete-splice_match	multi-exon	3prime_fragment	61	0	61	0	349187	0	19343	0	ENST00000691338.1	ENST00000331968.11	ENSG00000184304.17	ENSG00000184304.17	2	2	FALSE	0	775	-61	0	-35	0
ENST00000438909.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000438909.6	ENST00000438909.6	ENSG00000092140.16	ENSG00000092140.16	14	12	FALSE	0	354	0	0	0	0
ENST00000458591.7	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000458591.7	ENST00000458591.7	ENSG00000092108.22	ENSG00000092108.22	25	25	FALSE	0	264	0	0	0	0
ENST00000544052.6	full-splice_match	novel_in_catalog	multi-exon	combination_of_known_splicesites	0	0	0	0	NA	NA	0	-3471	ENST00000544052.6	novel	ENSG00000092108.22	ENSG00000092108.22	24	2	TRUE	22	1986	0	0		
ENST00000216361.9	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000216361.9	ENST00000216361.9	ENSG00000100473.18	ENSG00000100473.18	11	11	FALSE	0	737	0	0	0	0
ENST00000396618.9	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000396618.9	ENST00000396618.9	ENSG00000100473.18	ENSG00000100473.18	12	11	FALSE	0	886	0	0	0	0
ENST00000554345.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000554345.6	ENST00000554345.6	ENSG00000100478.16	ENSG00000100478.16	6	5	FALSE	0	1131	0	0	0	0
ENST00000382464.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000382464.6	ENST00000382464.6	ENSG00000129493.15	ENSG00000129493.15	3	2	FALSE	0	168	0	0	0	0
ENST00000547760.1	full-splice_match	intergenic	multi-exon	multi-exon	0	0	0	0	NA	NA	NA	NA	ENST00000547760.1	novel	ENSG00000203546.7	novelGene_22	4	2	FALSE	0	551	0	0		
ENST00000345122.8	full-splice_match	novel_not_in_catalog	multi-exon	at_least_one_novel_splicesite	0	0	0	0	NA	NA	0	-274	ENST00000345122.8	novel	ENSG00000100852.14	ENSG00000100852.14	7	2	TRUE	5	9514	0	0		
ENST00000433497.5	full-splice_match	novel_in_catalog	multi-exon	combination_of_known_splicesites	0	0	0	0	NA	NA	0	26064	ENST00000433497.5	novel	ENSG00000100852.14	ENSG00000100852.14	6	2	TRUE	4	2966	0	0		
ENST00000539826.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000539826.6	ENST00000539826.6	ENSG00000100852.14	ENSG00000100852.14	7	6	FALSE	0	375	0	0	0	0
ENST00000553215.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000553215.5	ENST00000553215.5	ENSG00000129521.15	ENSG00000129521.15	5	5	FALSE	0	569	0	0	0	0
ENST00000298130.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000298130.5	ENST00000298130.5	ENSG00000165389.7	ENSG00000165389.7	2	2	FALSE	0	2449	0	0	0	0
ENST00000250454.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000250454.8	ENST00000250454.8	ENSG00000129518.10	ENSG00000129518.10	6	6	FALSE	0	448	0	0	0	0
ENST00000556162.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	-36	0	0	0	ENST00000556162.6	ENST00000556162.6	ENSG00000129515.20	ENSG00000129515.20	15	3	TRUE	12	1759	0	0	36	0
ENST00000422678.2	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000422678.2	ENST00000422678.2	ENSG00000165410.15	ENSG00000165410.15	4	3	TRUE	1	1049	0	0	0	0
ENST00000554470.5	full-splice_match	full-splice_match	multi-exon	multi-exon	120	0	-110	0	0	0	0	0	ENST00000554470.5	ENST00000554470.5	ENSG00000165410.15	ENSG00000165410.15	4	3	TRUE	1	1204	-120	0	0	0
ENST00000216774.11	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000216774.11	ENST00000556994.5	ENSG00000100883.13	ENSG00000100883.13	16	15	FALSE	0	675	0	0	0	0
ENST00000555557.5	full-splice_match	novel_in_catalog	multi-exon	combination_of_known_splicesites	0	0	0	0	NA	NA	0	1334	ENST00000555557.5	novel	ENSG00000100883.13	ENSG00000100883.13	15	2	TRUE	12	1862	0	0		
ENST00000280987.9	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000280987.9	ENST00000280987.9	ENSG00000151327.13	ENSG00000151327.13	5	5	FALSE	0	2345	0	0	0	0
ENST00000382406.7	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000382406.7	ENST00000396472.5	ENSG00000151327.13	ENSG00000151327.13	6	5	FALSE	0	219	0	0	0	0
ENST00000554541.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000554541.5	ENST00000554541.5	ENSG00000100902.11	ENSG00000100902.11	6	2	TRUE	4	802	0	0	0	0
