Transcript length (including UTRs and CDS)	Gene name
2571	ITGA7
4084	ITGA7
3763	ITGA7
1993	ITGA7
3302	ITGA7
2700	ITGA7
3753	ITGA7
3778	ITGA7
3880	ITGA7
3811	ITGA7
2964	ITGA7
3930	ITGA7
3739	ITGA7
3056	ITGA7
1093	ITGA7
296	ITGA7
558	ITGA7
707	ITGA7
972	ITGA7
573	ITGA7
552	ITGA7
570	ITGA7
493	ITGA7
561	ITGA7
588	ITGA7
2627	ZIM3
837	CNIH3-AS1
993	LINC02813
1000	LINC02813
1314	LINC02813
1355	LINC02813
423	LINC02813
466	DPPA3P8
1048	DUXA
3748	LBR
3812	LBR
2695	LBR
536	LBR
478	LBR
731	LBR
874	LBR
425	LBR
736	LBR
12163	ZNF264
359	ZNF264
774	ZNF264
681	ZNF264
705	ZNF264
978	AURKC
1287	AURKC
1610	AURKC
921	AURKC
1125	AURKC
877	AURKC
545	AURKC
10524	DNAH14
13763	DNAH14
1103	DNAH14
1984	DNAH14
14065	DNAH14
2215	DNAH14
951	DNAH14
929	DNAH14
700	DNAH14
13548	DNAH14
589	DNAH14
456	DNAH14
773	DNAH14
428	DNAH14
612	DNAH14
478	DNAH14
4430	DNAH14
8488	DNAH14
898	DNAH14
681	DNAH14
747	DGAT2
618	DGAT2
2324	DGAT2
2407	DGAT2
635	DGAT2
885	DGAT2
584	DGAT2
5926	DGAT2
2678	DGAT2
10169	ZNF805
2396	ZNF805
1553	ZNF460-AS1
712	ZNF460-AS1
504	ZNF460-AS1
515	ZNF460-AS1
2037	ZNF460
3850	ZNF460
555	ZNF460
4258	
3690	ZNF543
4423	ZNF304
4313	ZNF304
3391	ZNF304
3331	ZNF304
1553	MRPL45
596	ZNF547
2754	ZNF547
602	ZNF547
570	ZNF547
10202	TRIM66
10551	TRIM66
10695	TRIM66
6505	TRIM66
6344	TRIM66
7435	TRIM66
970	TRIM66
988	TRIM66
1210	TRIM66
378	TRIM66
4068	TRIM66
767	TRIM66
786	TRIM66
744	TRAPPC2B
1743	TRAPPC2B
568	HHLA2
594	HHLA2
1439	HHLA2
1457	HHLA2
2417	HHLA2
585	HHLA2
2666	HHLA2
2406	HHLA2
2659	HHLA2
9165	GPR179
298	GPR179
1043	GPR179
4955	ZNF548
4987	ZNF548
569	ZNF548
589	ZNF548
571	ZNF548
567	ZNF548
535	ZNF548
682	ZNF548
552	ZNF548
563	ZNF548
616	ZNF548
659	ZNF548
8258	SOCS7
7978	SOCS7
2214	CYP2R1
2325	CYP2R1
1882	CYP2R1
1668	CYP2R1
446	CYP2R1
1746	CYP2R1
876	CYP2R1
725	CYP2R1
634	CYP2R1
482	CYP2R1
2459	CXCR1
646	HMGB1P9
482	ARPC2
1039	ARPC2
577	ARPC2
732	ARPC2
1410	ARPC2
528	ARPC2
508	ARPC2
713	ARPC2
1605	ARPC2
816	ARPC2
602	ARPC2
503	ARPC2
722	ARPC2
2226	ARPC2
2221	ARPC2
304	ARPC2
644	ARPC2
550	ARPC2
2714	ZNF17
433	ZNF17
630	ZNF17
2524	ZNF17
533	ZNF17
391	ZNF17
2750	ZNF17
7065	SRCIN1
212	CALCP
1005	CALCA
982	CALCA
1837	CALCA
679	CALCA
512	CALCA
840	CALCA
581	CALCA
3434	CLDN18
3355	CLDN18
2039	CLDN18
3379	ERCC1
3119	ERCC1
3057	ERCC1
586	ERCC1
949	ERCC1
345	ERCC1
836	ERCC1
1453	ERCC1
1278	ERCC1
508	ERCC1
449	ERCC1
556	ERCC1
738	ERCC1
938	ERCC1
882	ERCC1
1055	ERCC1
674	ERCC1
3492	DZIP1L
475	DZIP1L
561	DZIP1L
2107	DZIP1L
368	DZIP1L
572	DZIP1L
708	DZIP1L
571	DZIP1L
827	DZIP1L
1024	OR7E41P
4001	EIF4G2
3654	EIF4G2
6769	EIF4G2
3664	EIF4G2
3794	EIF4G2
3346	EIF4G2
223	EIF4G2
690	EIF4G2
520	EIF4G2
591	EIF4G2
702	EIF4G2
557	EIF4G2
849	EIF4G2
1969	EIF4G2
579	EIF4G2
1069	EIF4G2
550	EIF4G2
1286	EIF4G2
582	EIF4G2
198	EIF4G2
587	EIF4G2
571	EIF4G2
601	EIF4G2
573	EIF4G2
555	EIF4G2
563	EIF4G2
592	EIF4G2
806	EIF4G2
523	EIF4G2
1458	CD63-AS1
954	OR10AD1
1300	H1-7
5746	RIMBP2
6321	RIMBP2
4946	RIMBP2
5594	RIMBP2
5684	RIMBP2
5640	RIMBP2
5728	RIMBP2
552	RIMBP2
4985	RIMBP2
994	RIMBP2
2436	RIMBP2
3724	RIMBP2
3685	RIMBP2
1604	RIMBP2
766	RIMBP2
770	RIMBP2
2015	C1QTNF1-AS1
583	C1QTNF1-AS1
396	C1QTNF1-AS1
1350	DCDC2B
1863	DCDC2B
1440	KRT8P36
8712	
5940	
1779	A4GNT
1869	GPBAR1
2003	GPBAR1
1384	GPBAR1
1465	GPBAR1
8128	DYRK3
2218	DYRK3
2183	DYRK3
1772	DYRK3
870	DYRK3
2329	DYRK3
2702	DBR1
2662	DBR1
2409	DBR1
2564	DBR1
2766	DBR1
2186	DBR1
670	DBR1
838	DBR1
2341	DBR1
1760	AAMP
1804	AAMP
2270	AAMP
1761	AAMP
1134	AAMP
1833	AAMP
742	AAMP
1016	AAMP
671	AAMP
567	AAMP
2744	TNFSF18
4728	ARMC8
3043	ARMC8
2777	ARMC8
4757	ARMC8
731	ARMC8
807	ARMC8
3181	ARMC8
1714	ARMC8
2221	ARMC8
1920	ARMC8
2910	ARMC8
1656	ARMC8
691	ARMC8
1059	ARMC8
829	ARMC8
375	ARMC8
652	ARMC8
774	ARMC8
2189	ARMC8
3095	ARMC8
3906	ARMC8
612	ARMC8
183	ARMC8
4514	MAP10
4824	PLPPR4
4846	PLPPR4
4505	PLPPR4
51	MIR6088
2195	DNM2
3240	DNM2
4374	DNM2
2774	DNM2
3633	DNM2
3588	DNM2
3013	DNM2
551	DNM2
536	DNM2
547	DNM2
573	DNM2
597	DNM2
863	DNM2
576	DNM2
530	DNM2
868	DNM2
312	DNM2
561	DNM2
498	DNM2
2871	DNM2
5651	DNM2
4299	DNM2
2507	DNM2
565	DNM2
538	DNM2
9320	TRIM67
2166	TRIM67
9389	TRIM67
3028	ATP6V0A1
1797	ATP6V0A1
4197	ATP6V0A1
4222	ATP6V0A1
2774	ATP6V0A1
4017	ATP6V0A1
4106	ATP6V0A1
4110	ATP6V0A1
4054	ATP6V0A1
4269	ATP6V0A1
2679	ATP6V0A1
3883	ATP6V0A1
3976	ATP6V0A1
4252	ATP6V0A1
4127	ATP6V0A1
3797	ATP6V0A1
4199	ATP6V0A1
4675	ATP6V0A1
3768	ATP6V0A1
3956	ATP6V0A1
3047	ATP6V0A1
3569	ATP6V0A1
8310	ATP6V0A1
4079	ATP6V0A1
3736	ATP6V0A1
664	ATP6V0A1
554	ATP6V0A1
4320	ATP6V0A1
580	ATP6V0A1
4076	ATP6V0A1
546	ATP6V0A1
587	ATP6V0A1
780	ATP6V0A1
357	ATP6V0A1
2904	ATP6V0A1
564	ATP6V0A1
2139	ATP6V0A1
842	ATP6V0A1
1878	ATP6V0A1
1000	ATP6V0A1
5529	OVCH1-AS1
1148	OVCH1-AS1
944	OVCH1-AS1
1001	OVCH1-AS1
743	OVCH1-AS1
4692	FPGT
601	FPGT
1167	FPGT
1380	FPGT
561	FPGT
582	FPGT
1426	FPGT
524	FPGT
8846	TMTC1
9032	TMTC1
8805	TMTC1
3915	TMTC1
1858	TMTC1
3254	TMTC1
5547	TMTC1
593	TMTC1
464	TMTC1
2292	TMBIM1
2874	TMBIM1
2422	TMBIM1
2936	TMBIM1
1251	TMBIM1
992	TMBIM1
631	TMBIM1
400	TMBIM1
677	TMBIM1
572	TMBIM1
569	TMBIM1
462	TMBIM1
596	TMBIM1
589	TMBIM1
659	TMBIM1
526	TMBIM1
561	TMBIM1
571	TMBIM1
534	TMBIM1
464	TMBIM1
580	TMBIM1
348	TMBIM1
361	TMBIM1
1777	LEXM
1690	LEXM
1153	ZBED5-AS1
1096	ZBED5-AS1
1046	ZBED5-AS1
2666	ZBED5-AS1
1247	ZBED5-AS1
1020	ZBED5-AS1
1025	ZBED5-AS1
829	ZBED5-AS1
788	ZBED5-AS1
1332	ZBED5-AS1
415	ZBED5-AS1
4780	RPRD2
7605	RPRD2
1043	RPRD2
8186	RPRD2
423	RPL21P99
915	NANOGP1
5609	SMARCA4
5675	SMARCA4
5579	SMARCA4
5777	SMARCA4
5637	SMARCA4
5563	SMARCA4
5554	SMARCA4
5745	SMARCA4
5595	SMARCA4
5665	SMARCA4
740	SMARCA4
5577	SMARCA4
5670	SMARCA4
5457	SMARCA4
5442	SMARCA4
5139	SMARCA4
5181	SMARCA4
5393	SMARCA4
5739	SMARCA4
4148	SMARCA4
5192	SMARCA4
4817	SMARCA4
4237	SMARCA4
3802	SMARCA4
4045	SMARCA4
3940	SMARCA4
3750	SMARCA4
4035	SMARCA4
3355	SMARCA4
3522	SMARCA4
3382	SMARCA4
3637	SMARCA4
3496	SMARCA4
3680	SMARCA4
3426	SMARCA4
1127	SMARCA4
487	SMARCA4
3206	SMARCA4
3250	SMARCA4
3358	SMARCA4
512	SMARCA4
552	SMARCA4
3377	SMARCA4
2802	SMARCA4
3842	SMARCA4
2612	SMARCA4
1887	SMARCA4
559	SMARCA4
1108	SMARCA4
1968	SMARCA4
911	SMARCA4
1659	SMARCA4
1865	SMARCA4
627	SMARCA4
569	SMARCA4
3827	SLC2A3
4220	SLC2A3
383	SLC2A3
4414	SLC2A3
1030	SLC2A3
870	SLC2A3
943	SLC2A3
1784	SLC2A3
577	SLC2A3
589	SLC2A3
763	SLC2A3
590	SLC2A3
395	SLC2A3
561	SLC2A3
925	OR4C9P
463	OR4R1P
930	OR4A47
391	OR4A48P
933	OR4A46P
948	OR4A40P
908	OR4A43P
901	OR4A45P
736	INSL5
928	OR4A41P
2243	ZNF124
504	ZNF124
956	ZNF124
1674	ZNF124
2776	ZNF124
701	ZNF124
938	OR4A42P
948	OR4A44P
4594	ETS1
5238	ETS1
5139	ETS1
3389	ETS1
2134	ETS1
475	ETS1
545	ETS1
655	ETS1
628	ETS1
3255	OR6P1
3371	NBPF4
2222	NBPF4
2395	FAM72C
1658	FAM72C
8520	NCOR2
9001	NCOR2
8475	NCOR2
563	NCOR2
951	NCOR2
532	NCOR2
499	NCOR2
956	NCOR2
2910	NCOR2
321	NCOR2
467	NCOR2
674	NCOR2
4675	NCOR2
1277	NCOR2
452	NCOR2
557	NCOR2
582	NCOR2
1752	NCOR2
339	NCOR2
828	NCOR2
735	NCOR2
746	NCOR2
1944	SLC2A7
975	OR6K2
615	LCE4A
64	MIR6513
535	CATIP-AS2
70	MIR6810
498	RPL19P5
5772	SLC11A1
624	SLC11A1
2548	SLC11A1
1765	SLC11A1
2136	SLC11A1
421	SLC11A1
1781	SLC11A1
3608	SLC11A1
573	SLC11A1
695	SLC11A1
975	SLC11A1
1602	SLC11A1
2435	SLC11A1
498	SLC11A1
275	SLC11A1
550	SLC11A1
1057	SLC11A1
358	SLC11A1
2291	MST1P2
1437	ACTRT2
61	MIR4251
60	MIR6090
1387	ETS1-AS1
4016	LDLRAD2
1180	LDLRAD2
940	LDLRAD2
534	SENCR
1298	SENCR
425	SENCR
7563	CD59
7724	CD59
7556	CD59
7555	CD59
1970	CD59
1707	CD59
3716	CD59
1351	CD59
1193	CD59
1124	CD59
1143	CD59
825	CD59
758	CD59
678	CD59
686	CD59
641	CD59
584	CD59
14341	HSPG2
3586	HSPG2
839	HSPG2
921	HSPG2
1602	HSPG2
411	HSPG2
621	HSPG2
584	HSPG2
708	HSPG2
589	HSPG2
488	HSPG2
500	HSPG2
828	HSPG2
865	HSPG2
637	HSPG2
77	MIR26B
532	VIL1
1968	VIL1
6500	VIL1
1454	VIL1
639	VIL1
705	USP2-AS1
894	USP2-AS1
570	USP2-AS1
2238	USP2-AS1
580	USP2-AS1
1440	USP2-AS1
1132	USP2-AS1
4363	USP2-AS1
1528	USP2-AS1
2615	USP2-AS1
360	USP2-AS1
3798	USP2-AS1
835	USP2-AS1
993	USP2-AS1
3835	USP2-AS1
1263	USP2-AS1
900	USP2-AS1
793	USP2-AS1
300	USP2-AS1
778	USP2-AS1
209	USP2-AS1
1044	USP2-AS1
1470	USP2-AS1
657	USP2-AS1
547	USP2-AS1
788	USP2-AS1
2556	USP2-AS1
689	USP2-AS1
715	USP2-AS1
535	USP2-AS1
3946	USP2-AS1
2494	USP2-AS1
682	USP2-AS1
800	USP2-AS1
491	USP2-AS1
1478	USP2-AS1
701	USP2-AS1
558	USP2-AS1
1784	USP2-AS1
1140	USP2-AS1
673	USP2-AS1
816	USP2-AS1
586	USP2-AS1
895	USP2-AS1
542	USP2-AS1
1794	USP2-AS1
553	USP2-AS1
476	USP2-AS1
548	USP2-AS1
401	USP2-AS1
1314	USP2-AS1
540	USP2-AS1
1170	USP2-AS1
1093	USP2-AS1
483	USP2-AS1
1247	USP2-AS1
4476	USP2-AS1
526	USP2-AS1
2066	USP2-AS1
483	RPL21P29
906	CELA3B
497	CELA3B
996	CELA3B
360	CELA3B
297	RN7SL386P
104	RNU6-1022P
906	CELA3A
649	CELA3A
357	CELA3A
958	OR11M1P
1949	MRPL23-AS1
2373	KANSL2
1514	KANSL2
1881	KANSL2
2714	KANSL2
650	KANSL2
922	KANSL2
831	KANSL2
1625	KANSL2
1830	KANSL2
581	KANSL2
509	KANSL2
461	KANSL2
593	KANSL2
468	KANSL2
343	KANSL2
4527	IGF2
5179	IGF2
5580	IGF2
2711	IGF2
1583	IGF2
1623	IGF2
1005	IGF2
1023	IGF2
934	IGF2
482	IGF2
2203	PNKD
758	PNKD
1235	PNKD
2832	PNKD
2919	PNKD
3100	PNKD
2974	PNKD
2987	PNKD
1372	PNKD
1630	PNKD
3719	PNKD
2753	PNKD
3106	PNKD
2580	PNKD
248	PNKD
2991	PNKD
2308	PNKD
2601	PNKD
3625	PNKD
3758	PNKD
2255	PNKD
297	RN7SL186P
104	RNU6-776P
1039	LINC01635
702	LINC01635
1470	LINC01635
870	LINC01635
1035	LINC01635
1130	LINC01635
1930	NME9
2133	NME9
1118	NME9
825	NME9
2150	NME9
800	NME9
579	NME9
660	NME9
688	NME9
1404	LINC00339
929	LINC00339
1518	LINC00339
1388	LINC00339
687	LINC00339
947	LINC00339
771	LINC00339
1077	LINC00339
338	LINC00339
1189	LINC00339
1450	LINC00339
1391	LINC00339
2574	CDC42-AS1
692	CDC42-IT1
488	MPHOSPH6P1
3968	WNT4
680	WNT4
482	WNT4
137	SNORA2C
87	MIR1291
135	SNORA2A
137	SNORA2B
6788	CCNT1
6915	CCNT1
2017	CCNT1
726	CCNT1
351	CCNT1
62	MIR4418
1205	RHEX
614	RHEX
727	RHEX
636	RHEX
1145	RHEX
1322	CATIP
743	CATIP
666	CATIP
770	CATIP
2383	CATIP
1431	LMCD1
1501	LMCD1
870	LMCD1
8284	LMCD1
579	LMCD1
1113	LMCD1
1059	LMCD1
7730	DLG2
7890	DLG2
9410	DLG2
6953	DLG2
7550	DLG2
7959	DLG2
5927	DLG2
7080	DLG2
5090	DLG2
5127	DLG2
3027	DLG2
3567	DLG2
1831	DLG2
3626	DLG2
3246	DLG2
3211	DLG2
2789	DLG2
3104	DLG2
565	DLG2
2872	DLG2
2891	DLG2
2892	DLG2
496	DLG2
849	DLG2
547	DLG2
783	DLG2
566	DLG2
559	DLG2
442	DLG2
2484	DLG2
3926	DLG2
697	DLG2
2465	DLG2
1908	DLG2
2842	DLG2
1993	DLG2
2199	DLG2
1734	DLG2
738	DLG2
603	DLG2
3589	DLG2
1992	DLG2
569	DLG2
1557	DLG2
539	DLG2
1015	DLG2
417	DLG2
1377	DLG2
2536	DLG2
493	DLG2
838	ANKS1B
2115	ANKS1B
2268	ANKS1B
3885	ANKS1B
433	ANKS1B
2595	ANKS1B
3372	ANKS1B
2973	ANKS1B
6322	ANKS1B
3328	ANKS1B
1690	ANKS1B
1675	ANKS1B
1937	ANKS1B
1297	ANKS1B
1281	ANKS1B
1383	ANKS1B
282	ANKS1B
779	ANKS1B
569	ANKS1B
694	ANKS1B
460	ANKS1B
472	ANKS1B
574	ANKS1B
489	ANKS1B
418	ANKS1B
1812	ANKS1B
426	ANKS1B
542	ANKS1B
579	ANKS1B
600	ANKS1B
571	ANKS1B
2105	ANKS1B
383	ANKS1B
475	ANKS1B
5026	AVPR1B
545	AVPR1B
630	AVPR1B-DT
5850	B3GALT1
390	RPL22P4
62	RNU7-148P
2403	CTAGE14P
837	B3GALT1-AS1
584	B3GALT1-AS1
877	B3GALT1-AS1
643	B3GALT1-AS1
454	B3GALT1-AS1
2364	FAM72A
1774	FAM72A
676	FAM72A
574	FAM72A
740	FAM72A
373	FAM72A
1139	FAM72A
629	FAM72A
6050	TGOLN2
6138	TGOLN2
1650	SSUH2
1799	SSUH2
1874	SSUH2
1634	SSUH2
3219	SSUH2
2561	SSUH2
2386	SSUH2
2632	SSUH2
1645	SSUH2
538	SSUH2
492	SSUH2
554	SSUH2
482	SSUH2
544	SSUH2
555	SSUH2
1185	SSUH2
538	SRGAP2
6884	SRGAP2
4342	SRGAP2
484	SRGAP2
1477	SRGAP2
3212	SRGAP2
4705	SRGAP2
566	SRGAP2
498	SRGAP2
542	SRGAP2
2043	SRGAP2
2484	SRGAP2
716	SRGAP2
1013	SRGAP2
884	SRGAP2
2499	SRGAP2
590	ELMOD3
994	ELMOD3
2148	ELMOD3
4761	ELMOD3
2216	ELMOD3
2564	ELMOD3
2332	ELMOD3
521	ELMOD3
941	ELMOD3
2364	ELMOD3
920	ELMOD3
2685	ELMOD3
977	ELMOD3
2492	ELMOD3
1209	ELMOD3
1932	ELMOD3
1392	ELMOD3
1414	ELMOD3
559	ELMOD3
2083	ELMOD3
607	ELMOD3
797	ELMOD3
1422	CAV3
680	CAV3
1260	CAV3
4387	OXTR
600	OXTR
743	OXTR
532	OXTR
2073	TOP2B
4109	TOP2B
4140	TOP2B
3316	TOP2B
5473	TOP2B
7848	TOP2B
5581	TOP2B
2049	TOP2B
5814	TOP2B
5389	TOP2B
1947	TOP2B
1660	TOP2B
3812	TOP2B
4944	TOP2B
5893	TOP2B
1830	TOP2B
2627	TOP2B
3333	TOP2B
2691	TOP2B
4806	TOP2B
540	TOP2B
3525	TOP2B
5398	TOP2B
2527	TOP2B
1979	TOP2B
584	TOP2B
1595	IKBKE
3240	IKBKE
2493	IKBKE
2487	IKBKE
678	IKBKE
580	IKBKE
2411	HSD17B1-AS1
3633	MAPT-AS1
3096	MAPT-AS1
3133	MAPT-AS1
1190	MAPT-AS1
529	KANSL1-AS1
1203	KANSL1-AS1
1683	TMEM98
808	TMEM98
826	TMEM98
4218	TMEM98
424	TMEM98
806	TMEM98
896	TMEM98
776	TMEM98
504	TMEM98
2614	MIP
936	MIP
555	MIP
995	MIP
62	MIR6769B
2096	IKBKE-AS1
949	SPACA3
839	SPACA3
508	SPACA3
356	SPACA3
890	SPACA3
3799	RASSF5
1932	RASSF5
5586	RASSF5
3427	RASSF5
3496	RASSF5
560	RASSF5
575	RASSF5
4499	RASSF5
3279	RASSF5
10769	SPRYD4
2174	GLS2
2296	GLS2
2518	GLS2
1392	GLS2
2225	GLS2
1845	GLS2
2387	GLS2
2694	GLS2
491	GLS2
566	GLS2
1509	GLS2
936	GLS2
567	GLS2
1234	GLS2
798	GLS2
859	GLS2
514	GLS2
452	CAPG
1250	CAPG
1195	CAPG
1183	CAPG
1151	CAPG
486	CAPG
767	CAPG
865	CAPG
839	CAPG
930	CAPG
943	CAPG
835	CAPG
531	CAPG
549	CAPG
265	CAPG
792	RPL7AP20
1936	MAPT
2058	MAPT
2884	MAPT
2971	MAPT
735	MAPT
1353	MAPT
6815	MAPT
5639	MAPT
2609	MAPT
1871	MAPT
2863	MAPT
2912	MAPT
614	MAPT
2988	MAPT
2919	MAPT
853	MAPT
1080	MAPT
994	MAPT
1228	MAPT
750	EIF2D
1633	EIF2D
2011	EIF2D
5224	EIF2D
437	EIF2D
479	EIF2D
542	EIF2D
920	EIF2D
411	EIF2D
1274	EIF2D
484	EIF2D
1868	CROCC
6660	CROCC
3931	CROCC
2515	CROCC
1373	CROCC
614	CROCC
1996	CROCC
724	CROCC
583	CROCC
648	CROCC
508	CROCC
780	CROCC
683	CROCC
11199	GOLGB1
4173	GOLGB1
1647	GOLGB1
10159	GOLGB1
11186	GOLGB1
11089	GOLGB1
4878	GOLGB1
4717	GOLGB1
7546	GOLGB1
3416	GOLGB1
10641	GOLGB1
10512	GOLGB1
10297	GOLGB1
10370	GOLGB1
10187	GOLGB1
10309	GOLGB1
2504	GOLGB1
3274	GOLGB1
2880	GOLGB1
9280	GOLGB1
10319	GOLGB1
8747	GOLGB1
10128	GOLGB1
10129	GOLGB1
2897	GOLGB1
2553	GOLGB1
9083	GOLGB1
9206	GOLGB1
9471	GOLGB1
9652	GOLGB1
9984	GOLGB1
9121	GOLGB1
9540	GOLGB1
8451	GOLGB1
8471	GOLGB1
3142	GOLGB1
290	GOLGB1
2844	GOLGB1
3448	GOLGB1
5896	GOLGB1
3941	GOLGB1
2969	GOLGB1
3021	GOLGB1
2833	GOLGB1
2724	GOLGB1
2542	GOLGB1
1781	GOLGB1
1822	GOLGB1
353	GOLGB1
2179	GOLGB1
4315	GOLGB1
804	GOLGB1
3871	GOLGB1
574	GOLGB1
654	GOLGB1
2632	GOLGB1
2386	GOLGB1
1702	HSPD1P4
8488	RBMS2
1471	RBMS2
552	RBMS2
1633	RBMS2
531	RBMS2
1452	RBMS2
1484	RBMS2
495	RBMS2
851	RPSAP22
583	MAT2A
691	MAT2A
2817	MAT2A
1438	MAT2A
1927	MAT2A
565	MAT2A
1369	VASH2
4224	VASH2
581	VASH2
3572	VASH2
1730	VASH2
1206	VASH2
653	VASH2
4473	VASH2
462	VASH2
479	VASH2
537	VASH2
2960	VASH2
664	VAMP8
679	VAMP8
805	VAMP8
660	VAMP5
564	VAMP5
623	RNF181
844	RNF181
685	RNF181
327	RNF181
535	RNF181
559	RNF181
5777	CYB5RL
3415	CYB5RL
3339	CYB5RL
5643	CYB5RL
2642	CYB5RL
6193	CYB5RL
602	CYB5RL
455	CYB5RL
679	CYB5RL
636	LMNTD1
1718	LMNTD1
1876	LMNTD1
1729	LMNTD1
1285	LMNTD1
1520	LMNTD1
454	LMNTD1
582	LMNTD1
716	LMNTD1
597	LMNTD1
525	LMNTD1
1553	TMEM150A
1484	TMEM150A
2323	TMEM150A
1810	TMEM150A
1776	TMEM150A
776	TMEM150A
803	TMEM150A
779	TMEM150A
915	TMEM150A
428	TMEM150A
821	TMEM150A
597	TMEM150A
10304	EXPH5
6542	EXPH5
5495	EXPH5
3893	EXPH5
1882	EXPH5
555	EXPH5
3948	CDK5R1
664	CDK5R1
962	CDK5R1
3022	ATXN7L2
2526	ATXN7L2
2318	ATXN7L2
2448	ATXN7L2
2866	ATXN7L2
2810	ATXN7L2
2624	ATXN7L2
4375	ATXN7L2
1715	ATXN7L2
5510	MYO1D
5451	MYO1D
581	MYO1D
1008	MYO1D
3500	MYO1D
386	MYO1D
562	MYO1D
563	MYO1D
621	MYO1D
681	MYO1D
558	MYO1D
552	MYO1D
590	MYO1D
459	MYO1D
427	MYO1D
1916	MYO1D
4374	POGLUT3
4253	POGLUT3
3820	POGLUT3
4089	POGLUT3
3241	POGLUT3
589	POGLUT3
568	POGLUT3
3262	POGLUT3
573	POGLUT3
2544	GSG1
2613	GSG1
2390	GSG1
1628	GSG1
1183	GSG1
1352	GSG1
1028	GSG1
1422	GSG1
832	GSG1
702	GSG1
2357	CENPL
1847	CENPL
1771	CENPL
1486	CENPL
827	CENPL
856	CENPL
740	CENPL
407	CENPL
2473	CENPL
2706	CENPL
648	USP39
2148	USP39
293	USP39
610	USP39
2086	USP39
2161	USP39
561	USP39
568	USP39
1946	USP39
623	USP39
2034	USP39
2183	USP39
751	USP39
2033	USP39
1660	USP39
338	USP39
1028	USP39
447	USP39
554	USP39
660	USP39
2244	POLA2
2403	POLA2
2481	POLA2
3429	POLA2
2828	POLA2
2337	POLA2
2417	POLA2
3870	POLA2
3357	POLA2
3544	POLA2
2309	POLA2
580	POLA2
3333	POLA2
692	POLA2
2317	POLA2
296	RN7SL145P
5449	
4026	LZTFL1
4113	LZTFL1
3868	LZTFL1
3980	LZTFL1
3372	LZTFL1
3469	LZTFL1
2014	LZTFL1
986	LZTFL1
605	LZTFL1
718	LZTFL1
467	LZTFL1
2371	LZTFL1
823	LZTFL1
444	LZTFL1
537	LZTFL1
558	LZTFL1
2706	LZTFL1
566	LZTFL1
4270	ACVRL1
4177	ACVRL1
2286	ACVRL1
1346	ACVRL1
4121	ACVRL1
1356	ACVRL1
857	ACVRL1
398	ACVRL1
2605	RABGAP1L
2899	RABGAP1L
3074	RABGAP1L
1847	RABGAP1L
554	RABGAP1L
524	RABGAP1L
1815	RABGAP1L
439	RABGAP1L
1006	RABGAP1L
722	RABGAP1L
1880	RABGAP1L
2103	RABGAP1L
1849	RABGAP1L
1744	RABGAP1L
6821	RABGAP1L
648	RABGAP1L
710	RABGAP1L
772	RABGAP1L
1425	RABGAP1L
537	RABGAP1L
477	RABGAP1L
6282	RABGAP1L
8634	RABGAP1L
2480	
8089	SENP1
4456	SENP1
4967	SENP1
1932	SENP1
452	SENP1
965	SENP1
866	SENP1
562	SENP1
691	SENP1
475	SENP1
570	H2BN1
3983	MPZL3
973	MPZL3
1381	MPZL3
963	MPZL3
9914	MYO15B
5709	MYO15B
7167	MYO15B
9125	MYO15B
8606	MYO15B
9634	MYO15B
184	MYO15B
608	MYO15B
483	MYO15B
429	MYO15B
473	MYO15B
6323	MYO15B
440	MYO15B
365	MYO15B
353	MYO15B
4860	MYO15B
4209	MYO15B
4189	MYO15B
493	MYO15B
469	MYO15B
628	MYO15B
643	MYO15B
553	MYO15B
423	MYO15B
565	MYO15B
709	MYO15B
556	MYO15B
494	MYO15B
567	MYO15B
564	MYO15B
527	MYO15B
834	MYO15B
554	MYO15B
816	MYO15B
903	MYO15B
707	MYO15B
5342	TATDN2
4937	TATDN2
689	TATDN2
1456	TATDN2
2035	LDHC
1092	LDHC
1256	LDHC
881	LDHC
813	LDHC
757	LDHC
957	LDHC
583	LDHC
875	LDHC
701	LDHC
4274	C2orf68
1204	C2orf68
976	C2orf68
1722	C2orf68
405	C2orf68
3550	SFTPB
3666	SFTPB
1743	SFTPB
1867	SFTPB
532	SFTPB
268	SFTPB
481	SFTPB
3003	PFKM
594	PFKM
2744	PFKM
2529	PFKM
3476	PFKM
3385	PFKM
3579	PFKM
590	PFKM
570	PFKM
3167	PFKM
626	PFKM
582	PFKM
616	PFKM
2867	PFKM
381	PFKM
3063	PFKM
630	PFKM
580	PFKM
542	PFKM
689	PFKM
3090	PFKM
492	PFKM
2797	PFKM
571	PFKM
3078	PFKM
585	PFKM
775	PFKM
887	PFKM
425	PFKM
588	PFKM
1871	SEC61A1
3890	SEC61A1
4587	SEC61A1
2938	SEC61A1
5354	SEC61A1
3199	SEC61A1
3742	SEC61A1
4442	SEC61A1
4452	SEC61A1
3632	SEC61A1
4519	SEC61A1
3521	SEC61A1
3575	SEC61A1
1067	SEC61A1
3568	SEC61A1
569	SEC61A1
3776	SEC61A1
3238	SEC61A1
1470	SEC61A1
3856	SEC61A1
4125	SEC61A1
555	SEC61A1
924	GNLY
960	GNLY
751	GNLY
955	GNLY
959	GNLY
2055	GNLY
750	GNLY
777	GNLY
771	GNLY
533	GNLY
858	GNLY
962	GNLY
723	GNLY
561	GNLY
995	GPR160P1
5750	SLC38A11
3737	SLC38A11
1621	SLC38A11
1647	SLC38A11
1542	SLC38A11
