	#feature_id	TPM	gene
13388	ENSG00000280274.1	0.626566	ENSG00000280274
13389	ENSG00000280278.1	0.208855	FLJ30679
13390	ENSG00000280327.1	0.208855	ENSG00000280327
13391	ENSG00000280402.1	0.208855	ENSG00000280402
13392	ENSG00000280416.1	0.208855	ENSG00000280416
13393	ENSG00000280789.2	51.587226	PAGR1
13394	ENSG00000280893.1	0.208855	ENSG00000280893
13395	ENSG00000282034.1	9.816193	ENSG00000282034
13396	ENSG00000285043.3	89.598867	ENSG00000285043
13397	ENSG00000285628.1	3.132828	ENSG00000285628
13398	ENSG00000286140.2	41.562178	DERPC
13399	ENSG00000286808.1	0.835421	ENSG00000286808
13400	ENSG00000287106.1	0.208855	ENSG00000287106
13401	ENSG00000287760.1	0.208855	ENSG00000287760
13402	ENSG00000287809.1	0.208855	ENSG00000287809
13403	ENSG00000287830.1	0.208855	ENSG00000287830
13404	ENSG00000288935.1	0.835421	ENSG00000288935
13405	ENSG00000288983.1	2.715117	ENSG00000288983
13406	ENSG00000289107.1	0.835421	ENSG00000289107
13407	ENSG00000289119.1	0.835421	ENSG00000289119
13408	ENSG00000289353.1	1.879697	ENSG00000289353
13409	ENSG00000289415.1	0.835421	ENSG00000289415
13410	ENSG00000289551.1	0.208855	ENSG00000289551
13411	ENSG00000002834.18	93.149404	LASP1
13412	ENSG00000002919.15	29.657434	SNX11
13413	ENSG00000004139.14	20.258951	SARM1
13414	ENSG00000004142.12	118.212024	POLDIP2
13415	ENSG00000004660.15	39.264771	CAMKK1
13416	ENSG00000004897.12	49.080964	CDC27
13417	ENSG00000004975.12	58.479447	DVL2
13418	ENSG00000005100.13	12.94902	DHX33
13419	ENSG00000005156.12	17.752689	LIG3
13420	ENSG00000005243.10	0.208855	COPZ2
13421	ENSG00000005379.17	17.961544	TSPOAP1
13422	ENSG00000005381.8	2.923972	MPO
13423	ENSG00000005882.12	84.377487	PDK2
13424	ENSG00000005884.18	9.607338	ITGA3
13425	ENSG00000005961.19	0.208855	ITGA2B
13426	ENSG00000006025.12	9.816193	OSBPL7
13427	ENSG00000006042.12	26.106896	TMEM98
13428	ENSG00000006047.13	1.044276	YBX2
13429	ENSG00000006062.18	11.487034	MAP3K14
13430	ENSG00000006125.18	219.08907	AP2B1
13431	ENSG00000006282.21	37.385075	SPATA20
13432	ENSG00000006283.18	14.202151	CACNA1G
13433	ENSG00000006695.12	55.76433	COX10
13434	ENSG00000006740.18	26.315751	ARHGAP44
13435	ENSG00000006744.19	107.978121	ELAC2
13436	ENSG00000007168.14	420.216595	PAFAH1B1
13437	ENSG00000007171.18	1.044276	NOS2
13438	ENSG00000007174.18	16.499558	DNAH9
13439	ENSG00000007202.15	7.101076	BLTP2
13440	ENSG00000007216.16	0.41771	SLC13A2
13441	ENSG00000007237.19	64.327391	GAS7
13442	ENSG00000008283.16	37.802785	CYB561
13443	ENSG00000008294.22	39.264771	SPAG9
13444	ENSG00000008838.21	54.720054	MED24
13445	ENSG00000010244.19	167.919554	ZNF207
13446	ENSG00000011028.14	5.430234	MRC2
13447	ENSG00000011052.21	10.025048	NME1-NME2
13448	ENSG00000011143.19	37.802785	MKS1
13449	ENSG00000011258.16	13.157876	MBTD1
13450	ENSG00000011260.14	30.492854	UTP18
13451	ENSG00000011295.16	141.812658	TTC19
13452	ENSG00000012048.23	11.904745	BRCA1
13453	ENSG00000013306.16	28.404303	SLC25A39
13454	ENSG00000015532.10	60.359143	XYLT2
13455	ENSG00000029725.17	133.876162	RABEP1
13456	ENSG00000030582.18	46.783557	GRN
13457	ENSG00000033627.17	692.772588	ATP6V0A1
13458	ENSG00000034152.19	11.904745	MAP2K3
13459	ENSG00000035862.12	53.466923	TIMP2
13460	ENSG00000037042.9	41.562178	TUBG2
13461	ENSG00000040531.16	4.177103	CTNS
13462	ENSG00000040633.13	15.664138	PHF23
13463	ENSG00000049283.19	0.208855	EPN3
13464	ENSG00000055483.20	56.390895	USP36
13465	ENSG00000062716.13	138.053265	VMP1
13466	ENSG00000062725.10	177.109181	APPBP2
13467	ENSG00000063015.21	66.624798	SEZ6
13468	ENSG00000064300.9	269.423165	NGFR
13469	ENSG00000065559.15	23.600634	MAP2K4
13470	ENSG00000067191.16	13.784441	CACNB1
13471	ENSG00000067596.12	41.353323	DHX8
13472	ENSG00000068079.8	1.879697	IFI35
13473	ENSG00000068097.16	24.227199	HEATR6
13474	ENSG00000068120.15	45.739282	COASY
13475	ENSG00000068137.15	1.253131	PLEKHH3
13476	ENSG00000069188.17	7.309931	SDK2
13477	ENSG00000070366.14	43.23302	SMG6
13478	ENSG00000070444.15	12.53131	MNT
13479	ENSG00000070495.15	57.435171	JMJD6
13480	ENSG00000070540.13	12.322455	WIPI1
13481	ENSG00000070731.11	16.708413	ST6GALNAC2
13482	ENSG00000072134.16	17.752689	EPN2
13483	ENSG00000072210.19	130.534479	ALDH3A2
13484	ENSG00000072310.18	62.23884	SREBF1
13485	ENSG00000072778.20	79.573819	ACADVL
13486	ENSG00000072818.12	9.816193	ACAP1
13487	ENSG00000072849.11	48.454399	DERL2
13488	ENSG00000073350.14	17.126124	LLGL2
13489	ENSG00000073536.18	11.695889	NLE1
13490	ENSG00000073584.20	225.772435	SMARCE1
13491	ENSG00000073605.19	1.879697	GSDMB
13492	ENSG00000073670.14	15.455282	ADAM11
13493	ENSG00000073969.18	1229.112656	NSF
13494	ENSG00000074356.17	41.144468	NCBP3
13495	ENSG00000074370.18	2.088552	ATP2A3
13496	ENSG00000074660.17	2.088552	SCARF1
13497	ENSG00000074755.15	29.866289	ZZEF1
13498	ENSG00000075429.9	70.801902	CACNG5
13499	ENSG00000075461.6	1.253131	CACNG4
13500	ENSG00000076351.13	18.796965	SLC46A1
13501	ENSG00000076382.17	1.461986	SPAG5
13502	ENSG00000076604.16	12.740165	TRAF4
13503	ENSG00000078687.17	77.485267	TNRC6C
13504	ENSG00000082641.16	280.492489	NFE2L1
13505	ENSG00000083290.20	42.188744	ULK2
13506	ENSG00000083454.22	3.132828	P2RX5
13507	ENSG00000083457.12	3.550538	ITGAE
13508	ENSG00000087095.13	98.370784	NLK
13509	ENSG00000087111.21	94.611391	PIGS
13510	ENSG00000087152.16	8.771917	ATXN7L3
13511	ENSG00000087157.19	22.974068	PGS1
13512	ENSG00000087191.13	119.2563	PSMC5
13513	ENSG00000087995.16	26.524606	METTL2A
13514	ENSG00000091536.20	1.044276	MYO15A
13515	ENSG00000091542.9	430.032788	ALKBH5
13516	ENSG00000091622.16	17.126124	PITPNM3
13517	ENSG00000091640.8	39.473627	SPAG7
13518	ENSG00000091947.10	16.081848	TMEM101
13519	ENSG00000092871.17	44.06844	RFFL
13520	ENSG00000092929.12	4.594814	UNC13D
13521	ENSG00000092931.12	39.264771	MFSD11
13522	ENSG00000094804.12	0.41771	CDC6
13523	ENSG00000108244.17	1.461986	KRT23
13524	ENSG00000108256.9	86.257184	NUFIP2
13525	ENSG00000108262.16	16.499558	GIT1
13526	ENSG00000108298.12	84.168632	RPL19
13527	ENSG00000108306.13	29.866289	FBXL20
13528	ENSG00000108309.14	31.954841	RUNDC3A
13529	ENSG00000108312.15	59.523723	UBTF
13530	ENSG00000108342.13	0.208855	CSF3
13531	ENSG00000108344.15	97.953073	PSMD3
13532	ENSG00000108349.17	142.648079	CASC3
13533	ENSG00000108352.13	6.265655	RAPGEFL1
13534	ENSG00000108370.17	21.929793	RGS9
13535	ENSG00000108375.13	4.594814	RNF43
13536	ENSG00000108379.10	1.670841	WNT3
13537	ENSG00000108384.15	14.828717	RAD51C
13538	ENSG00000108387.16	386.382058	SEPTIN4
13539	ENSG00000108389.10	55.973185	MTMR4
13540	ENSG00000108395.14	89.181156	TRIM37
13541	ENSG00000108406.10	13.784441	DHX40
13542	ENSG00000108423.15	4.177103	TUBD1
13543	ENSG00000108424.11	206.14005	KPNB1
13544	ENSG00000108433.17	119.674011	GOSR2
13545	ENSG00000108439.11	44.06844	PNPO
13546	ENSG00000108443.14	73.934729	RPS6KB1
13547	ENSG00000108465.15	258.353841	CDK5RAP3
13548	ENSG00000108468.15	217.835939	CBX1
13549	ENSG00000108469.15	17.543834	RECQL5
13550	ENSG00000108474.17	2.923972	PIGL
13551	ENSG00000108479.13	4.385959	GALK1
13552	ENSG00000108506.13	20.258951	INTS2
13553	ENSG00000108509.21	42.606454	CAMTA2
13554	ENSG00000108510.10	86.257184	MED13
13555	ENSG00000108515.18	2.923972	ENO3
13556	ENSG00000108518.8	44.486151	PFN1
13557	ENSG00000108523.16	49.498675	RNF167
13558	ENSG00000108528.14	79.573819	SLC25A11
13559	ENSG00000108551.5	1200.708353	RASD1
13560	ENSG00000108556.10	2.297407	CHRNE
13561	ENSG00000108557.20	18.1704	RAI1
13562	ENSG00000108559.12	27.360027	NUP88
13563	ENSG00000108561.8	73.099308	C1QBP
13564	ENSG00000108578.15	22.347503	BLMH
13565	ENSG00000108582.12	69.966481	CPD
13566	ENSG00000108587.16	32.372551	GOSR1
13567	ENSG00000108588.15	418.336899	CCDC47
13568	ENSG00000108590.11	1.461986	MED31
13569	ENSG00000108591.10	18.379255	DRG2
13570	ENSG00000108592.17	25.689186	FTSJ3
13571	ENSG00000108599.15	41.144468	AKAP10
13572	ENSG00000108602.18	1.044276	ALDH3A1
13573	ENSG00000108604.17	10.860469	SMARCD2
13574	ENSG00000108622.11	0.41771	ICAM2
13575	ENSG00000108639.8	15.037572	SYNGR2
13576	ENSG00000108641.20	11.278179	B9D1
13577	ENSG00000108651.10	26.524606	UTP6
13578	ENSG00000108654.16	1306.597923	DDX5
13579	ENSG00000108666.10	40.309047	C17orf75
13580	ENSG00000108669.17	484.543987	CYTH1
13581	ENSG00000108671.11	194.02645	PSMD11
13582	ENSG00000108679.13	100.041625	LGALS3BP
13583	ENSG00000108684.15	15.455282	ASIC2
13584	ENSG00000108691.9	0.626566	CCL2
13585	ENSG00000108733.11	20.050096	PEX12
13586	ENSG00000108771.13	2.297407	DHX58
13587	ENSG00000108773.11	29.657434	KAT2A
13588	ENSG00000108774.15	111.319804	RAB5C
13589	ENSG00000108784.10	1.461986	NAGLU
13590	ENSG00000108788.12	16.708413	MLX
13591	ENSG00000108797.12	32.790261	CNTNAP1
13592	ENSG00000108798.9	1.879697	ABI3
13593	ENSG00000108799.13	171.052382	EZH1
13594	ENSG00000108819.11	10.233903	PPP1R9B
13595	ENSG00000108821.14	0.41771	COL1A1
13596	ENSG00000108826.16	31.745985	MRPL27
13597	ENSG00000108828.16	20.676662	VAT1
13598	ENSG00000108829.10	146.616327	LRRC59
13599	ENSG00000108830.10	3.550538	RND2
13600	ENSG00000108840.16	145.989762	HDAC5
13601	ENSG00000108846.16	2.923972	ABCC3
13602	ENSG00000108848.16	385.755493	LUC7L3
13603	ENSG00000108852.16	65.998233	MPP2
13604	ENSG00000108854.16	26.942317	SMURF2
13605	ENSG00000108861.9	109.440107	DUSP3
13606	ENSG00000108883.13	98.579639	EFTUD2
13607	ENSG00000108924.14	168.128409	HLF
13608	ENSG00000108932.13	98.161928	SLC16A6
13609	ENSG00000108946.16	1213.239663	PRKAR1A
13610	ENSG00000108947.5	5.847945	EFNB3
13611	ENSG00000108950.12	1.879697	FAM20A
13612	ENSG00000108953.17	1292.813482	YWHAE
13613	ENSG00000108960.9	13.157876	MMD
13614	ENSG00000108961.14	21.720937	RANGRF
13615	ENSG00000108963.19	76.440991	DPH1
13616	ENSG00000108984.15	24.853765	MAP2K6
13617	ENSG00000109016.18	21.512082	DHRS7B
13618	ENSG00000109046.15	139.097541	WSB1
13619	ENSG00000109047.8	281.32791	RCVRN
13620	ENSG00000109062.12	44.277295	NHERF1
13621	ENSG00000109063.15	2.506262	MYH3
13622	ENSG00000109065.12	41.353323	NAT9
13623	ENSG00000109066.14	10.233903	TMEM104
13624	ENSG00000109072.14	16.708413	VTN
13625	ENSG00000109079.10	91.269708	TNFAIP1
13626	ENSG00000109083.14	20.676662	IFT20
13627	ENSG00000109084.14	17.334979	TMEM97
13628	ENSG00000109089.7	10.442758	CDR2L
13629	ENSG00000109099.16	39.473627	PMP22
13630	ENSG00000109103.12	2133.037817	UNC119
13631	ENSG00000109107.14	653.507817	ALDOC
13632	ENSG00000109111.15	77.067557	SUPT6H
13633	ENSG00000109113.20	3.341683	RAB34
13634	ENSG00000109118.14	34.878813	PHF12
13635	ENSG00000120063.10	88.554591	GNA13
13636	ENSG00000120071.15	82.497791	KANSL1
13637	ENSG00000120088.15	2.297407	CRHR1
13638	ENSG00000121057.13	62.865405	AKAP1
13639	ENSG00000121058.5	72.263888	COIL
13640	ENSG00000121060.19	26.733461	TRIM25
13641	ENSG00000121064.13	18.379255	SCPEP1
13642	ENSG00000121067.19	163.742451	SPOP
13643	ENSG00000121068.14	48.663254	TBX2
13644	ENSG00000121073.15	11.695889	SLC35B1
13645	ENSG00000121104.8	2.506262	FAM117A
13646	ENSG00000123700.5	60.776854	KCNJ2
13647	ENSG00000124422.12	252.297041	USP22
13648	ENSG00000125398.8	91.478563	SOX9
13649	ENSG00000125430.9	31.954841	HS3ST3B1
13650	ENSG00000125434.11	7.936496	SLC25A35
13651	ENSG00000125445.11	83.959777	MRPS7
13652	ENSG00000125447.18	36.131944	GGA3
13653	ENSG00000125449.7	5.012524	ARMC7
13654	ENSG00000125450.11	15.246427	NUP85
13655	ENSG00000125454.12	2.715117	SLC25A19
13656	ENSG00000125457.15	6.0568	MIF4GD
13657	ENSG00000125458.7	6.47451	NT5C
13658	ENSG00000125686.12	30.283999	MED1
13659	ENSG00000125691.14	12.53131	RPL23
13660	ENSG00000126351.13	77.276412	THRA
13661	ENSG00000126368.6	353.174087	NR1D1
13662	ENSG00000126561.18	9.607338	STAT5A
13663	ENSG00000126581.13	99.415059	BECN1
13664	ENSG00000126653.18	75.396715	NSRP1
13665	ENSG00000126858.19	187.55194	RHOT1
13666	ENSG00000126860.12	0.41771	EVI2A
13667	ENSG00000126861.5	58.270592	OMG
13668	ENSG00000127774.7	6.47451	EMC6
13669	ENSG00000127804.13	6.0568	METTL16
13670	ENSG00000128422.18	0.835421	KRT17
13671	ENSG00000128482.16	0.626566	RNF112
13672	ENSG00000128487.19	27.151172	SPECC1
13673	ENSG00000129194.8	7.101076	SOX15
13674	ENSG00000129195.16	0.41771	PIMREG
13675	ENSG00000129197.15	12.53131	RPAIN
13676	ENSG00000129219.14	6.892221	PLD2
13677	ENSG00000129221.16	1219.505318	AIPL1
13678	ENSG00000129226.14	3.132828	CD68
13679	ENSG00000129235.11	15.872993	TXNDC17
13680	ENSG00000129244.9	1165.620685	ATP1B2
13681	ENSG00000129245.12	19.423531	FXR2
13682	ENSG00000129250.12	3.132828	KIF1C
13683	ENSG00000129255.16	15.037572	MPDU1
13684	ENSG00000129646.16	1.879697	QRICH2
13685	ENSG00000129654.8	1.461986	FOXJ1
13686	ENSG00000129657.16	30.910565	SEC14L1
13687	ENSG00000129667.13	2.297407	RHBDF2
13688	ENSG00000129673.10	20.676662	AANAT
13689	ENSG00000130935.10	55.76433	NOL11
13690	ENSG00000131094.4	1.044276	C1QL1
13691	ENSG00000131095.14	419.17232	GFAP
13692	ENSG00000131096.11	0.208855	PYY
13693	ENSG00000131097.7	0.208855	HIGD1B
13694	ENSG00000131242.18	26.315751	RAB11FIP4
13695	ENSG00000131462.9	43.441875	TUBG1
13696	ENSG00000131467.12	227.652132	PSME3
13697	ENSG00000131469.15	15.872993	RPL27
13698	ENSG00000131470.15	9.607338	PSMC3IP
13699	ENSG00000131471.7	5.221379	AOC3
13700	ENSG00000131473.17	92.313984	ACLY
13701	ENSG00000131475.7	17.752689	VPS25
13702	ENSG00000131477.11	0.41771	RAMP2
13703	ENSG00000131480.9	0.835421	AOC2
13704	ENSG00000131747.15	0.835421	TOP2A
13705	ENSG00000131748.16	26.733461	STARD3
13706	ENSG00000131759.18	39.891337	RARA
13707	ENSG00000131771.14	6.892221	PPP1R1B
13708	ENSG00000131899.12	15.246427	LLGL1
13709	ENSG00000132141.14	4.594814	CCT6B
13710	ENSG00000132359.15	18.1704	RAP1GAP2
13711	ENSG00000132361.18	29.657434	CLUH
13712	ENSG00000132376.20	38.638206	INPP5K
13713	ENSG00000132382.15	47.410123	MYBBP1A
13714	ENSG00000132383.12	261.277814	RPA1
13715	ENSG00000132386.11	47.201268	SERPINF1
13716	ENSG00000132388.13	76.023281	UBE2G1
13717	ENSG00000132470.14	18.58811	ITGB4
13718	ENSG00000132471.12	369.673645	WBP2
13719	ENSG00000132475.10	4569.751047	H3-3B
13720	ENSG00000132478.10	22.974068	UNK
13721	ENSG00000132481.7	2.923972	TRIM47
13722	ENSG00000132507.18	201.336381	EIF5A
13723	ENSG00000132510.11	20.676662	KDM6B
13724	ENSG00000132518.7	6.0568	GUCY2D
13725	ENSG00000132522.16	17.334979	GPS2
13726	ENSG00000132530.17	0.41771	XAF1
13727	ENSG00000132535.22	590.433556	DLG4
13728	ENSG00000132581.10	6.47451	SDF2
13729	ENSG00000132589.16	92.731694	FLOT2
13730	ENSG00000132591.12	37.385075	ERAL1
13731	ENSG00000133026.14	178.571168	MYH10
13732	ENSG00000133027.18	7.936496	PEMT
13733	ENSG00000133028.12	24.436055	SCO1
13734	ENSG00000133030.22	81.66237	MPRIP
13735	ENSG00000133193.13	117.794314	VCF1
13736	ENSG00000133195.12	7.101076	SLC39A11
13737	ENSG00000136436.15	146.825182	CALCOCO2
13738	ENSG00000136444.10	51.169516	RSAD1
13739	ENSG00000136448.13	34.669958	NMT1
13740	ENSG00000136449.15	0.41771	MYCBPAP
13741	ENSG00000136450.13	286.549289	SRSF1
13742	ENSG00000136451.9	198.621264	VEZF1
13743	ENSG00000136457.10	0.208855	CHAD
13744	ENSG00000136463.9	12.740165	TACO1
13745	ENSG00000136478.9	81.453515	TEX2
13746	ENSG00000136485.16	116.541183	DCAF7
13747	ENSG00000136490.9	2.088552	LIMD2
13748	ENSG00000136504.13	133.040741	KAT7
13749	ENSG00000141026.6	27.360027	MED9
13750	ENSG00000141027.22	391.185727	NCOR1
13751	ENSG00000141030.13	45.112716	COPS3
13752	ENSG00000141034.10	30.283999	GID4
13753	ENSG00000141040.15	36.758509	ZNF287
13754	ENSG00000141068.15	30.283999	KSR1
13755	ENSG00000141127.15	78.947253	PRPSAP2
13756	ENSG00000141179.14	4.385959	PCTP
13757	ENSG00000141198.16	12.94902	TOM1L1
13758	ENSG00000141219.16	51.169516	C17orf80
13759	ENSG00000141232.5	383.040376	TOB1
13760	ENSG00000141252.21	39.264771	VPS53
13761	ENSG00000141255.13	0.208855	SPATA22
13762	ENSG00000141258.13	32.163696	SGSM2
13763	ENSG00000141279.17	122.806838	NPEPPS
13764	ENSG00000141294.10	3.132828	LRRC46
13765	ENSG00000141295.14	31.53713	SCRN2
13766	ENSG00000141298.19	22.765213	SSH2
13767	ENSG00000141314.13	37.17622	RHBDL3
13768	ENSG00000141337.13	7.936496	ARSG
13769	ENSG00000141338.15	48.036688	ABCA8
13770	ENSG00000141349.9	33.207972	G6PC3
13771	ENSG00000141367.12	279.657068	CLTC
13772	ENSG00000141376.23	91.896273	BCAS3
13773	ENSG00000141378.15	7.936496	PTRH2
13774	ENSG00000141456.16	57.852881	PELP1
13775	ENSG00000141480.18	38.01164	ARRB2
13776	ENSG00000141485.17	2.715117	SLC13A5
13777	ENSG00000141497.14	0.208855	ZMYND15
13778	ENSG00000141499.17	7.518786	WRAP53
13779	ENSG00000141503.17	58.270592	MINK1
13780	ENSG00000141504.12	19.632386	SAT2
13781	ENSG00000141505.12	2.506262	ASGR1
13782	ENSG00000141506.15	0.626566	PIK3R5
13783	ENSG00000141510.18	6.683365	TP53
13784	ENSG00000141519.15	10.651614	CCDC40
13785	ENSG00000141522.12	76.858701	ARHGDIA
13786	ENSG00000141524.17	5.012524	TMC6
13787	ENSG00000141526.18	76.232136	SLC16A3
13788	ENSG00000141527.18	0.626566	CARD14
13789	ENSG00000141540.11	98.997349	TTYH2
13790	ENSG00000141542.11	14.411007	RAB40B
13791	ENSG00000141543.12	103.801018	EIF4A3
13792	ENSG00000141551.15	136.800134	CSNK1D
13793	ENSG00000141552.18	19.423531	ANAPC11
13794	ENSG00000141556.22	43.441875	TBCD
13795	ENSG00000141560.15	82.706646	FN3KRP
13796	ENSG00000141562.19	35.505378	NARF
13797	ENSG00000141564.15	19.632386	RPTOR
13798	ENSG00000141568.21	24.018344	FOXK2
13799	ENSG00000141569.12	2.715117	TRIM65
13800	ENSG00000141570.11	13.784441	CBX8
13801	ENSG00000141576.16	35.087668	RNF157
13802	ENSG00000141577.14	10.442758	CEP131
13803	ENSG00000141580.16	147.451748	WDR45B
13804	ENSG00000141582.15	29.448579	CBX4
13805	ENSG00000141696.13	7.101076	P3H4
13806	ENSG00000141698.17	63.07426	NT5C3B
13807	ENSG00000141699.11	141.394948	RETREG3
13808	ENSG00000141736.14	17.543834	ERBB2
13809	ENSG00000141741.12	7.727641	MIEN1
13810	ENSG00000141750.7	103.592163	STAC2
13811	ENSG00000141753.7	25.271475	IGFBP4
13812	ENSG00000141756.19	25.898041	FKBP10
13813	ENSG00000142494.13	0.835421	SLC47A1
13814	ENSG00000142507.10	30.70171	PSMB6
13815	ENSG00000146872.19	30.70171	TLK2
13816	ENSG00000153933.10	121.344852	DGKE
13817	ENSG00000153944.12	420.634306	MSI2
13818	ENSG00000153976.3	1.461986	HS3ST3A1
13819	ENSG00000153982.11	4.803669	GDPD1
13820	ENSG00000154016.14	1.253131	GRAP
13821	ENSG00000154217.16	21.512082	PITPNC1
13822	ENSG00000154229.12	87.510315	PRKCA
13823	ENSG00000154240.17	81.871225	CEP112
13824	ENSG00000154258.17	9.398483	ABCA9
13825	ENSG00000154262.13	2.088552	ABCA6
13826	ENSG00000154263.18	2.088552	ABCA10
13827	ENSG00000154265.16	61.194564	ABCA5
13828	ENSG00000154803.13	5.012524	FLCN
13829	ENSG00000154874.16	262.322089	CCDC144BP
13830	ENSG00000154898.15	1.044276	CCDC144CP
13831	ENSG00000154914.17	8.354207	USP43
13832	ENSG00000154920.15	0.41771	EME1
13833	ENSG00000154945.7	13.993296	ANKRD40
13834	ENSG00000154957.14	3.759393	ZNF18
13835	ENSG00000154975.14	156.641375	CA10
13836	ENSG00000157637.13	37.17622	SLC38A10
13837	ENSG00000158955.11	0.208855	WNT9B
13838	ENSG00000159111.13	32.372551	MRPL10
13839	ENSG00000159199.14	26.942317	ATP5MC1
13840	ENSG00000159202.18	35.923089	UBE2Z
13841	ENSG00000159210.10	9.189627	SNF8
13842	ENSG00000159314.12	3.968248	ARHGAP27
13843	ENSG00000159640.17	4.385959	ACE
13844	ENSG00000159842.16	54.302343	ABR
13845	ENSG00000160551.12	142.856934	TAOK1
13846	ENSG00000160602.14	1.879697	NEK8
13847	ENSG00000160606.11	0.41771	TLCD1
13848	ENSG00000161381.14	114.034921	PLXDC1
13849	ENSG00000161395.14	88.13688	PGAP3
13850	ENSG00000161509.14	1.044276	GRIN2C
13851	ENSG00000161513.12	11.904745	FDXR
13852	ENSG00000161526.15	45.112716	SAP30BP
13853	ENSG00000161533.12	59.941433	ACOX1
13854	ENSG00000161542.17	114.870342	PRPSAP1
13855	ENSG00000161544.10	23.182924	CYGB
13856	ENSG00000161547.17	171.887802	SRSF2
13857	ENSG00000161647.19	4.385959	MPP3
13858	ENSG00000161653.11	0.208855	NAGS
13859	ENSG00000161654.10	160.191913	LSM12
13860	ENSG00000161664.7	1.044276	ASB16
13861	ENSG00000161682.15	2.923972	FAM171A2
13862	ENSG00000161692.18	3.759393	DBF4B
13863	ENSG00000161714.12	24.436055	PLCD3
13864	ENSG00000161920.11	1.879697	MED11
13865	ENSG00000161921.17	18.796965	CXCL16
13866	ENSG00000161929.15	0.41771	SCIMP
13867	ENSG00000161939.19	1.253131	RNASEK-C17orf49
13868	ENSG00000161940.11	0.835421	BCL6B
13869	ENSG00000161955.17	10.860469	TNFSF13
13870	ENSG00000161958.11	22.765213	FGF11
13871	ENSG00000161960.16	164.786727	EIF4A1
13872	ENSG00000161970.15	10.651614	RPL26
13873	ENSG00000163597.16	96.073377	SNHG16
13874	ENSG00000166260.13	155.388244	COX11
13875	ENSG00000166263.13	31.11942	STXBP4
13876	ENSG00000166292.12	0.41771	TMEM100
13877	ENSG00000166482.12	100.459335	MFAP4
13878	ENSG00000166484.20	23.600634	MAPK7
13879	ENSG00000166579.16	77.485267	NDEL1
13880	ENSG00000166582.11	27.151172	CENPV
13881	ENSG00000166596.15	3.341683	CFAP52
13882	ENSG00000166685.13	124.268824	COG1
13883	ENSG00000166750.10	13.366731	SLFN5
13884	ENSG00000167083.7	9.816193	GNGT2
13885	ENSG00000167085.13	42.606454	PHB1
13886	ENSG00000167100.15	38.847061	SAMD14
13887	ENSG00000167107.13	2.297407	ACSF2
13888	ENSG00000167131.17	20.467806	CCDC103
13889	ENSG00000167182.16	68.504495	SP2
13890	ENSG00000167193.8	46.574702	CRK
13891	ENSG00000167258.15	40.726758	CDK12
13892	ENSG00000167280.17	17.752689	ENGASE
13893	ENSG00000167281.20	3.759393	RBFOX3
13894	ENSG00000167291.16	20.050096	TBC1D16
13895	ENSG00000167302.11	4.385959	TEPSIN
13896	ENSG00000167363.14	19.00582	FN3K
13897	ENSG00000167434.10	0.208855	CA4
13898	ENSG00000167447.13	25.48033	SMG8
13899	ENSG00000167524.16	11.904745	RSKR
13900	ENSG00000167525.15	0.41771	PROCA1
13901	ENSG00000167536.14	20.885517	DHRS13
13902	ENSG00000167543.16	7.309931	TP53I13
13903	ENSG00000167549.19	5.63909	CORO6
13904	ENSG00000167693.17	5.430234	NXN
13905	ENSG00000167695.15	3.132828	TLCD3A
13906	ENSG00000167699.14	158.521072	GLOD4
13907	ENSG00000167703.15	20.258951	SLC43A2
13908	ENSG00000167705.12	1.253131	RILP
13909	ENSG00000167711.14	1.044276	SERPINF2
13910	ENSG00000167716.19	3.759393	WDR81
13911	ENSG00000167720.13	42.815309	SRR
13912	ENSG00000167721.11	44.277295	TSR1
13913	ENSG00000167723.15	1.253131	TRPV3
13914	ENSG00000167740.10	18.58811	CYB5D2
13915	ENSG00000167840.13	1.461986	ZNF232
13916	ENSG00000167842.16	25.271475	MIS12
13917	ENSG00000167850.4	0.208855	CD300C
13918	ENSG00000167851.15	0.41771	CD300A
13919	ENSG00000167858.13	0.41771	TEKT1
13920	ENSG00000167861.16	47.410123	HID1
13921	ENSG00000167862.10	6.0568	MRPL58
13922	ENSG00000167863.12	27.568882	ATP5PD
13923	ENSG00000167874.7	1.253131	TMEM88
13924	ENSG00000167881.15	211.987994	SRP68
13925	ENSG00000167889.13	2.715117	MGAT5B
13926	ENSG00000167895.15	0.208855	TMC8
13927	ENSG00000167916.5	0.835421	KRT24
13928	ENSG00000167920.11	6.0568	KRT10-AS1
13929	ENSG00000167925.16	12.94902	GHDC
13930	ENSG00000168256.18	57.226316	NKIRAS2
13931	ENSG00000168259.17	166.666423	DNAJC7
13932	ENSG00000168517.11	3.968248	HEXIM2
13933	ENSG00000168591.16	16.917269	TMUB2
13934	ENSG00000168610.16	172.932078	STAT3
13935	ENSG00000168646.14	10.442758	AXIN2
13936	ENSG00000168792.5	3.132828	ABHD15
13937	ENSG00000168961.17	1.670841	LGALS9
13938	ENSG00000169660.17	0.208855	HEXD
13939	ENSG00000169683.8	5.430234	LRRC45
13940	ENSG00000169689.15	13.575586	CENPX
13941	ENSG00000169696.16	26.524606	ASPSCR1
13942	ENSG00000169710.9	41.144468	FASN
13943	ENSG00000169718.18	7.101076	DUS1L
13944	ENSG00000169727.13	103.174452	GPS1
13945	ENSG00000169733.12	4.594814	RFNG
13946	ENSG00000169738.8	20.885517	DCXR
13947	ENSG00000169750.9	2.506262	RAC3
